week_sort,value,type,Season,Age Group
Year 2 week 12,23.61,incidens,2023/2024,6-11 months
Year 2 week 13,16.15,incidens,2015/2016,6-11 months
Year 2 week 13,24.44,incidens,2016/2017,6-11 months
Year 2 week 13,28.14,incidens,2017/2018,6-11 months
Year 2 week 13,61.81,incidens,2018/2019,6-11 months
Year 2 week 13,37.07,incidens,2019/2020,6-11 months
Year 2 week 13,0.0,incidens,2020/2021,6-11 months
Year 2 week 13,0.0,incidens,2021/2022,6-11 months
Year 2 week 13,0.0,incidens,2022/2023,6-11 months
Year 2 week 13,6.72,incidens,2023/2024,6-11 months
Year 2 week 14,16.09,incidens,2015/2016,6-11 months
Year 2 week 14,15.14,incidens,2016/2017,6-11 months
Year 2 week 14,31.02,incidens,2017/2018,6-11 months
Year 2 week 14,33.95,incidens,2018/2019,6-11 months
Year 2 week 14,9.22,incidens,2019/2020,6-11 months
Year 2 week 14,0.0,incidens,2020/2021,6-11 months
Year 2 week 14,3.03,incidens,2021/2022,6-11 months
Year 2 week 14,0.0,incidens,2022/2023,6-11 months
Year 2 week 14,3.35,incidens,2023/2024,6-11 months
Year 2 week 15,19.19,incidens,2015/2016,6-11 months
Year 2 week 15,9.05,incidens,2016/2017,6-11 months
Year 2 week 15,18.52,incidens,2017/2018,6-11 months
Year 2 week 15,42.91,incidens,2018/2019,6-11 months
Year 2 week 15,0.0,incidens,2019/2020,6-11 months
Year 2 week 15,0.0,incidens,2020/2021,6-11 months
Year 2 week 15,6.03,incidens,2021/2022,6-11 months
Year 2 week 15,0.0,incidens,2022/2023,6-11 months
Year 2 week 15,6.67,incidens,2023/2024,6-11 months
Year 2 week 16,12.74,incidens,2015/2016,6-11 months
Year 2 week 16,9.02,incidens,2016/2017,6-11 months
Year 2 week 16,12.3,incidens,2017/2018,6-11 months
Year 2 week 16,18.41,incidens,2018/2019,6-11 months
Year 2 week 16,0.0,incidens,2019/2020,6-11 months
Year 2 week 16,0.0,incidens,2020/2021,6-11 months
Year 2 week 16,0.0,incidens,2021/2022,6-11 months
Year 2 week 16,0.0,incidens,2022/2023,6-11 months
Year 2 week 16,9.98,incidens,2023/2024,6-11 months
Year 2 week 17,12.7,incidens,2015/2016,6-11 months
Year 2 week 17,0.0,incidens,2016/2017,6-11 months
Year 2 week 17,12.27,incidens,2017/2018,6-11 months
Year 2 week 17,15.31,incidens,2018/2019,6-11 months
Year 2 week 17,0.0,incidens,2019/2020,6-11 months
Year 2 week 17,0.0,incidens,2020/2021,6-11 months
Year 2 week 17,5.99,incidens,2021/2022,6-11 months
Year 2 week 17,0.0,incidens,2022/2023,6-11 months
Year 2 week 17,6.65,incidens,2023/2024,6-11 months
Year 2 week 18,9.49,incidens,2015/2016,6-11 months
Year 2 week 18,0.0,incidens,2016/2017,6-11 months
Year 2 week 18,12.24,incidens,2017/2018,6-11 months
Year 2 week 18,3.07,incidens,2018/2019,6-11 months
Year 2 week 18,0.0,incidens,2019/2020,6-11 months
Year 2 week 18,0.0,incidens,2020/2021,6-11 months
Year 2 week 18,2.99,incidens,2021/2022,6-11 months
Year 2 week 18,0.0,incidens,2022/2023,6-11 months
Year 2 week 18,0.0,incidens,2023/2024,6-11 months
Year 2 week 19,6.29,incidens,2015/2016,6-11 months
Year 2 week 19,0.0,incidens,2016/2017,6-11 months
Year 2 week 19,3.05,incidens,2017/2018,6-11 months
Year 2 week 19,15.34,incidens,2018/2019,6-11 months
Year 2 week 19,0.0,incidens,2019/2020,6-11 months
Year 2 week 19,0.0,incidens,2020/2021,6-11 months
Year 2 week 19,2.99,incidens,2021/2022,6-11 months
Year 2 week 19,0.0,incidens,2022/2023,6-11 months
Year 2 week 19,0.0,incidens,2023/2024,6-11 months
Year 2 week 20,0.0,incidens,2015/2016,6-11 months
Year 2 week 20,2.99,incidens,2016/2017,6-11 months
Year 2 week 20,3.05,incidens,2017/2018,6-11 months
Year 2 week 20,6.14,incidens,2018/2019,6-11 months
Year 2 week 20,0.0,incidens,2019/2020,6-11 months
Year 2 week 20,0.0,incidens,2020/2021,6-11 months
Year 2 week 20,0.0,incidens,2021/2022,6-11 months
Year 2 week 20,0.0,incidens,2022/2023,6-11 months
Year 2 week 20,0.0,incidens,2023/2024,6-11 months
Year 1 week 21,0.0,cases,2016/2017,1 year
Year 1 week 21,1.0,cases,2017/2018,1 year
Year 1 week 21,1.0,cases,2018/2019,1 year
Year 1 week 21,2.0,cases,2019/2020,1 year
Year 1 week 21,0.0,cases,2020/2021,1 year
Year 1 week 21,2.0,cases,2021/2022,1 year
Year 1 week 21,1.0,cases,2022/2023,1 year
Year 1 week 21,0.0,cases,2023/2024,1 year
Year 1 week 21,1.0,cases,2024/2025,1 year
Year 1 week 22,1.0,cases,2016/2017,1 year
Year 1 week 22,0.0,cases,2017/2018,1 year
Year 1 week 22,1.0,cases,2018/2019,1 year
Year 1 week 22,2.0,cases,2019/2020,1 year
Year 1 week 22,0.0,cases,2020/2021,1 year
Year 1 week 22,7.0,cases,2021/2022,1 year
Year 1 week 22,4.0,cases,2022/2023,1 year
Year 1 week 22,1.0,cases,2023/2024,1 year
Year 1 week 22,1.0,cases,2024/2025,1 year
Year 1 week 23,1.0,cases,2016/2017,1 year
Year 1 week 23,0.0,cases,2017/2018,1 year
Year 1 week 23,1.0,cases,2018/2019,1 year
Year 1 week 23,0.0,cases,2019/2020,1 year
Year 1 week 23,0.0,cases,2020/2021,1 year
Year 1 week 23,3.0,cases,2021/2022,1 year
Year 1 week 23,9.0,cases,2022/2023,1 year
Year 1 week 23,1.0,cases,2023/2024,1 year
Year 1 week 23,0.0,cases,2024/2025,1 year
Year 1 week 24,1.0,cases,2016/2017,1 year
Year 1 week 24,0.0,cases,2017/2018,1 year
Year 1 week 24,0.0,cases,2018/2019,1 year
Year 1 week 24,0.0,cases,2019/2020,1 year
Year 1 week 24,0.0,cases,2020/2021,1 year
Year 1 week 24,6.0,cases,2021/2022,1 year
Year 1 week 24,3.0,cases,2022/2023,1 year
Year 1 week 24,0.0,cases,2023/2024,1 year
Year 1 week 24,0.0,cases,2024/2025,1 year
Year 1 week 25,1.0,cases,2016/2017,1 year
Year 1 week 25,0.0,cases,2017/2018,1 year
Year 1 week 25,0.0,cases,2018/2019,1 year
Year 1 week 25,0.0,cases,2019/2020,1 year
Year 1 week 25,0.0,cases,2020/2021,1 year
Year 1 week 25,5.0,cases,2021/2022,1 year
Year 1 week 25,3.0,cases,2022/2023,1 year
Year 1 week 25,0.0,cases,2023/2024,1 year
Year 1 week 25,0.0,cases,2024/2025,1 year
Year 1 week 26,1.0,cases,2016/2017,1 year
Year 1 week 26,0.0,cases,2017/2018,1 year
Year 1 week 26,0.0,cases,2018/2019,1 year
Year 1 week 26,2.0,cases,2019/2020,1 year
Year 1 week 26,0.0,cases,2020/2021,1 year
Year 1 week 26,14.0,cases,2021/2022,1 year
Year 1 week 26,11.0,cases,2022/2023,1 year
Year 1 week 26,0.0,cases,2023/2024,1 year
Year 1 week 26,0.0,cases,2024/2025,1 year
Year 1 week 27,0.0,cases,2016/2017,1 year
Year 1 week 27,0.0,cases,2017/2018,1 year
Year 1 week 27,0.0,cases,2018/2019,1 year
Year 1 week 27,0.0,cases,2019/2020,1 year
Year 1 week 27,0.0,cases,2020/2021,1 year
Year 1 week 27,20.0,cases,2021/2022,1 year
Year 1 week 27,7.0,cases,2022/2023,1 year
Year 1 week 27,0.0,cases,2023/2024,1 year
Year 1 week 27,0.0,cases,2024/2025,1 year
Year 1 week 28,0.0,cases,2016/2017,1 year
Year 1 week 28,0.0,cases,2017/2018,1 year
Year 1 week 28,0.0,cases,2018/2019,1 year
Year 1 week 28,0.0,cases,2019/2020,1 year
Year 1 week 28,0.0,cases,2020/2021,1 year
Year 1 week 28,45.0,cases,2021/2022,1 year
Year 1 week 28,9.0,cases,2022/2023,1 year
Year 1 week 28,1.0,cases,2023/2024,1 year
Year 1 week 28,0.0,cases,2024/2025,1 year
Year 1 week 29,0.0,cases,2016/2017,1 year
Year 1 week 29,0.0,cases,2017/2018,1 year
Year 1 week 29,0.0,cases,2018/2019,1 year
Year 1 week 29,0.0,cases,2019/2020,1 year
Year 1 week 29,0.0,cases,2020/2021,1 year
Year 1 week 29,54.0,cases,2021/2022,1 year
Year 1 week 29,12.0,cases,2022/2023,1 year
Year 1 week 29,0.0,cases,2023/2024,1 year
Year 1 week 29,0.0,cases,2024/2025,1 year
Year 1 week 30,0.0,cases,2016/2017,1 year
Year 1 week 30,0.0,cases,2017/2018,1 year
Year 1 week 30,0.0,cases,2018/2019,1 year
Year 1 week 30,0.0,cases,2019/2020,1 year
Year 1 week 30,0.0,cases,2020/2021,1 year
Year 1 week 30,38.0,cases,2021/2022,1 year
Year 1 week 30,6.0,cases,2022/2023,1 year
Year 1 week 30,0.0,cases,2023/2024,1 year
Year 1 week 30,0.0,cases,2024/2025,1 year
Year 1 week 31,1.0,cases,2016/2017,1 year
Year 1 week 31,0.0,cases,2017/2018,1 year
Year 1 week 31,0.0,cases,2018/2019,1 year
Year 1 week 31,0.0,cases,2019/2020,1 year
Year 1 week 31,0.0,cases,2020/2021,1 year
Year 1 week 31,52.0,cases,2021/2022,1 year
Year 1 week 31,9.0,cases,2022/2023,1 year
Year 1 week 31,0.0,cases,2023/2024,1 year
Year 1 week 31,1.0,cases,2024/2025,1 year
Year 1 week 32,0.0,cases,2016/2017,1 year
Year 1 week 32,0.0,cases,2017/2018,1 year
Year 1 week 32,0.0,cases,2018/2019,1 year
Year 1 week 32,0.0,cases,2019/2020,1 year
Year 1 week 32,0.0,cases,2020/2021,1 year
Year 1 week 32,57.0,cases,2021/2022,1 year
Year 1 week 32,13.0,cases,2022/2023,1 year
Year 1 week 32,0.0,cases,2023/2024,1 year
Year 1 week 32,0.0,cases,2024/2025,1 year
Year 1 week 33,0.0,cases,2016/2017,1 year
Year 1 week 33,0.0,cases,2017/2018,1 year
Year 1 week 33,0.0,cases,2018/2019,1 year
Year 1 week 33,0.0,cases,2019/2020,1 year
Year 1 week 33,0.0,cases,2020/2021,1 year
Year 1 week 33,126.0,cases,2021/2022,1 year
Year 1 week 33,19.0,cases,2022/2023,1 year
Year 1 week 33,1.0,cases,2023/2024,1 year
Year 1 week 33,0.0,cases,2024/2025,1 year
Year 1 week 34,0.0,cases,2016/2017,1 year
Year 1 week 34,1.0,cases,2017/2018,1 year
Year 1 week 34,0.0,cases,2018/2019,1 year
Year 1 week 34,2.0,cases,2019/2020,1 year
Year 1 week 34,0.0,cases,2020/2021,1 year
Year 1 week 34,147.0,cases,2021/2022,1 year
Year 1 week 34,28.0,cases,2022/2023,1 year
Year 1 week 34,2.0,cases,2023/2024,1 year
Year 1 week 34,0.0,cases,2024/2025,1 year
Year 1 week 35,1.0,cases,2016/2017,1 year
Year 1 week 35,0.0,cases,2017/2018,1 year
Year 1 week 35,0.0,cases,2018/2019,1 year
Year 1 week 35,1.0,cases,2019/2020,1 year
Year 1 week 35,0.0,cases,2020/2021,1 year
Year 1 week 35,217.0,cases,2021/2022,1 year
Year 1 week 35,16.0,cases,2022/2023,1 year
Year 1 week 35,1.0,cases,2023/2024,1 year
Year 1 week 35,1.0,cases,2024/2025,1 year
Year 1 week 36,1.0,cases,2016/2017,1 year
Year 1 week 36,0.0,cases,2017/2018,1 year
Year 1 week 36,0.0,cases,2018/2019,1 year
Year 1 week 36,0.0,cases,2019/2020,1 year
Year 1 week 36,0.0,cases,2020/2021,1 year
Year 1 week 36,381.0,cases,2021/2022,1 year
Year 1 week 36,35.0,cases,2022/2023,1 year
Year 1 week 36,4.0,cases,2023/2024,1 year
Year 1 week 36,0.0,cases,2024/2025,1 year
Year 1 week 37,1.0,cases,2016/2017,1 year
Year 1 week 37,0.0,cases,2017/2018,1 year
Year 1 week 37,0.0,cases,2018/2019,1 year
Year 1 week 37,0.0,cases,2019/2020,1 year
Year 1 week 37,0.0,cases,2020/2021,1 year
Year 1 week 37,335.0,cases,2021/2022,1 year
Year 1 week 37,36.0,cases,2022/2023,1 year
Year 1 week 37,2.0,cases,2023/2024,1 year
Year 1 week 37,1.0,cases,2024/2025,1 year
Year 1 week 38,1.0,cases,2016/2017,1 year
Year 1 week 38,0.0,cases,2017/2018,1 year
Year 1 week 38,0.0,cases,2018/2019,1 year
Year 1 week 38,0.0,cases,2019/2020,1 year
Year 1 week 38,0.0,cases,2020/2021,1 year
Year 1 week 38,258.0,cases,2021/2022,1 year
Year 1 week 38,59.0,cases,2022/2023,1 year
Year 1 week 38,5.0,cases,2023/2024,1 year
Year 1 week 38,0.0,cases,2024/2025,1 year
Year 1 week 39,0.0,cases,2016/2017,1 year
Year 1 week 39,0.0,cases,2017/2018,1 year
Year 1 week 39,0.0,cases,2018/2019,1 year
Year 1 week 39,2.0,cases,2019/2020,1 year
Year 1 week 39,0.0,cases,2020/2021,1 year
Year 1 week 39,243.0,cases,2021/2022,1 year
Year 1 week 39,89.0,cases,2022/2023,1 year
Year 1 week 39,2.0,cases,2023/2024,1 year
Year 1 week 39,0.0,cases,2024/2025,1 year
Year 1 week 40,1.0,cases,2015/2016,1 year
Year 1 week 40,1.0,cases,2016/2017,1 year
Year 1 week 40,0.0,cases,2017/2018,1 year
Year 1 week 40,0.0,cases,2018/2019,1 year
Year 1 week 40,3.0,cases,2019/2020,1 year
Year 1 week 40,0.0,cases,2020/2021,1 year
Year 1 week 40,159.0,cases,2021/2022,1 year
Year 1 week 40,109.0,cases,2022/2023,1 year
Year 1 week 40,11.0,cases,2023/2024,1 year
Year 1 week 40,1.0,cases,2024/2025,1 year
Year 1 week 41,0.0,cases,2015/2016,1 year
Year 1 week 41,1.0,cases,2016/2017,1 year
Year 1 week 41,1.0,cases,2017/2018,1 year
Year 1 week 41,0.0,cases,2018/2019,1 year
Year 1 week 41,1.0,cases,2019/2020,1 year
Year 1 week 41,0.0,cases,2020/2021,1 year
Year 1 week 41,99.0,cases,2021/2022,1 year
Year 1 week 41,152.0,cases,2022/2023,1 year
Year 1 week 41,14.0,cases,2023/2024,1 year
Year 1 week 41,1.0,cases,2024/2025,1 year
Year 1 week 42,1.0,cases,2015/2016,1 year
Year 1 week 42,0.0,cases,2016/2017,1 year
Year 1 week 42,1.0,cases,2017/2018,1 year
Year 1 week 42,0.0,cases,2018/2019,1 year
Year 1 week 42,4.0,cases,2019/2020,1 year
Year 1 week 42,0.0,cases,2020/2021,1 year
Year 1 week 42,56.0,cases,2021/2022,1 year
Year 1 week 42,161.0,cases,2022/2023,1 year
Year 1 week 42,13.0,cases,2023/2024,1 year
Year 1 week 42,3.0,cases,2024/2025,1 year
Year 1 week 43,0.0,cases,2015/2016,1 year
Year 1 week 43,2.0,cases,2016/2017,1 year
Year 1 week 43,1.0,cases,2017/2018,1 year
Year 1 week 43,0.0,cases,2018/2019,1 year
Year 1 week 43,0.0,cases,2019/2020,1 year
Year 1 week 43,0.0,cases,2020/2021,1 year
Year 1 week 43,36.0,cases,2021/2022,1 year
Year 1 week 43,144.0,cases,2022/2023,1 year
Year 1 week 43,15.0,cases,2023/2024,1 year
Year 1 week 43,0.0,cases,2024/2025,1 year
Year 1 week 44,1.0,cases,2015/2016,1 year
Year 1 week 44,4.0,cases,2016/2017,1 year
Year 1 week 44,0.0,cases,2017/2018,1 year
Year 1 week 44,2.0,cases,2018/2019,1 year
Year 1 week 44,6.0,cases,2019/2020,1 year
Year 1 week 44,0.0,cases,2020/2021,1 year
Year 1 week 44,46.0,cases,2021/2022,1 year
Year 1 week 44,179.0,cases,2022/2023,1 year
Year 1 week 44,42.0,cases,2023/2024,1 year
Year 1 week 44,1.0,cases,2024/2025,1 year
Year 1 week 45,0.0,cases,2015/2016,1 year
Year 1 week 45,11.0,cases,2016/2017,1 year
Year 1 week 45,2.0,cases,2017/2018,1 year
Year 1 week 45,1.0,cases,2018/2019,1 year
Year 1 week 45,5.0,cases,2019/2020,1 year
Year 1 week 45,0.0,cases,2020/2021,1 year
Year 1 week 45,32.0,cases,2021/2022,1 year
Year 1 week 45,153.0,cases,2022/2023,1 year
Year 1 week 45,62.0,cases,2023/2024,1 year
Year 1 week 45,1.0,cases,2024/2025,1 year
Year 1 week 46,2.0,cases,2015/2016,1 year
Year 1 week 46,9.0,cases,2016/2017,1 year
Year 1 week 46,7.0,cases,2017/2018,1 year
Year 1 week 46,3.0,cases,2018/2019,1 year
Year 1 week 46,10.0,cases,2019/2020,1 year
Year 1 week 46,0.0,cases,2020/2021,1 year
Year 1 week 46,17.0,cases,2021/2022,1 year
Year 1 week 46,99.0,cases,2022/2023,1 year
Year 1 week 46,101.0,cases,2023/2024,1 year
Year 1 week 46,7.0,cases,2024/2025,1 year
Year 1 week 47,1.0,cases,2015/2016,1 year
Year 1 week 47,7.0,cases,2016/2017,1 year
Year 1 week 47,8.0,cases,2017/2018,1 year
Year 1 week 47,2.0,cases,2018/2019,1 year
Year 1 week 47,19.0,cases,2019/2020,1 year
Year 1 week 47,0.0,cases,2020/2021,1 year
Year 1 week 47,24.0,cases,2021/2022,1 year
Year 1 week 47,86.0,cases,2022/2023,1 year
Year 1 week 47,176.0,cases,2023/2024,1 year
Year 1 week 47,18.0,cases,2024/2025,1 year
Year 1 week 48,1.0,cases,2015/2016,1 year
Year 1 week 48,12.0,cases,2016/2017,1 year
Year 1 week 48,5.0,cases,2017/2018,1 year
Year 1 week 48,3.0,cases,2018/2019,1 year
Year 1 week 48,25.0,cases,2019/2020,1 year
Year 1 week 48,0.0,cases,2020/2021,1 year
Year 1 week 48,11.0,cases,2021/2022,1 year
Year 1 week 48,45.0,cases,2022/2023,1 year
Year 1 week 48,244.0,cases,2023/2024,1 year
Year 1 week 48,22.0,cases,2024/2025,1 year
Year 1 week 49,4.0,cases,2015/2016,1 year
Year 1 week 49,11.0,cases,2016/2017,1 year
Year 1 week 49,7.0,cases,2017/2018,1 year
Year 1 week 49,10.0,cases,2018/2019,1 year
Year 1 week 49,43.0,cases,2019/2020,1 year
Year 1 week 49,0.0,cases,2020/2021,1 year
Year 1 week 49,14.0,cases,2021/2022,1 year
Year 1 week 49,35.0,cases,2022/2023,1 year
Year 1 week 49,303.0,cases,2023/2024,1 year
Year 1 week 49,18.0,cases,2024/2025,1 year
Year 1 week 50,6.0,cases,2015/2016,1 year
Year 1 week 50,25.0,cases,2016/2017,1 year
Year 1 week 50,14.0,cases,2017/2018,1 year
Year 1 week 50,12.0,cases,2018/2019,1 year
Year 1 week 50,75.0,cases,2019/2020,1 year
Year 1 week 50,0.0,cases,2020/2021,1 year
Year 1 week 50,9.0,cases,2021/2022,1 year
Year 1 week 50,19.0,cases,2022/2023,1 year
Year 1 week 50,299.0,cases,2023/2024,1 year
Year 1 week 50,56.0,cases,2024/2025,1 year
Year 1 week 51,10.0,cases,2015/2016,1 year
Year 1 week 51,31.0,cases,2016/2017,1 year
Year 1 week 51,11.0,cases,2017/2018,1 year
Year 1 week 51,15.0,cases,2018/2019,1 year
Year 1 week 51,81.0,cases,2019/2020,1 year
Year 1 week 51,0.0,cases,2020/2021,1 year
Year 1 week 51,11.0,cases,2021/2022,1 year
Year 1 week 51,28.0,cases,2022/2023,1 year
Year 1 week 51,256.0,cases,2023/2024,1 year
Year 1 week 51,63.0,cases,2024/2025,1 year
Year 1 week 52,11.0,cases,2015/2016,1 year
Year 1 week 52,21.0,cases,2016/2017,1 year
Year 1 week 52,26.0,cases,2017/2018,1 year
Year 1 week 52,20.0,cases,2018/2019,1 year
Year 1 week 52,49.0,cases,2019/2020,1 year
Year 1 week 52,0.0,cases,2020/2021,1 year
Year 1 week 52,4.0,cases,2021/2022,1 year
Year 1 week 52,13.0,cases,2022/2023,1 year
Year 1 week 52,122.0,cases,2023/2024,1 year
Year 1 week 52,78.0,cases,2024/2025,1 year
Year 1 week 53,3.0,cases,2015/2016,1 year
Year 1 week 53,0.0,cases,2020/2021,1 year
Year 2 week 01,7.0,cases,2015/2016,1 year
Year 2 week 01,16.0,cases,2016/2017,1 year
Year 2 week 01,14.0,cases,2017/2018,1 year
Year 2 week 01,7.0,cases,2018/2019,1 year
Year 2 week 01,32.0,cases,2019/2020,1 year
Year 2 week 01,0.0,cases,2020/2021,1 year
Year 2 week 01,8.0,cases,2021/2022,1 year
Year 2 week 01,9.0,cases,2022/2023,1 year
Year 2 week 01,45.0,cases,2023/2024,1 year
Year 2 week 01,32.0,cases,2024/2025,1 year
Year 2 week 02,23.0,cases,2015/2016,1 year
Year 2 week 02,21.0,cases,2016/2017,1 year
Year 2 week 02,29.0,cases,2017/2018,1 year
Year 2 week 02,26.0,cases,2018/2019,1 year
Year 2 week 02,26.0,cases,2019/2020,1 year
Year 2 week 02,0.0,cases,2020/2021,1 year
Year 2 week 02,1.0,cases,2021/2022,1 year
Year 2 week 02,8.0,cases,2022/2023,1 year
Year 2 week 02,57.0,cases,2023/2024,1 year
Year 2 week 02,32.0,cases,2024/2025,1 year
Year 2 week 03,30.0,cases,2015/2016,1 year
Year 2 week 03,35.0,cases,2016/2017,1 year
Year 2 week 03,56.0,cases,2017/2018,1 year
Year 2 week 03,69.0,cases,2018/2019,1 year
Year 2 week 03,72.0,cases,2019/2020,1 year
Year 2 week 03,0.0,cases,2020/2021,1 year
Year 2 week 03,2.0,cases,2021/2022,1 year
Year 2 week 03,9.0,cases,2022/2023,1 year
Year 2 week 03,44.0,cases,2023/2024,1 year
Year 2 week 04,34.0,cases,2015/2016,1 year
Year 2 week 04,39.0,cases,2016/2017,1 year
Year 2 week 04,72.0,cases,2017/2018,1 year
Year 2 week 04,77.0,cases,2018/2019,1 year
Year 2 week 04,74.0,cases,2019/2020,1 year
Year 2 week 04,0.0,cases,2020/2021,1 year
Year 2 week 04,2.0,cases,2021/2022,1 year
Year 2 week 04,9.0,cases,2022/2023,1 year
Year 2 week 04,46.0,cases,2023/2024,1 year
Year 2 week 05,41.0,cases,2015/2016,1 year
Year 2 week 05,24.0,cases,2016/2017,1 year
Year 2 week 05,88.0,cases,2017/2018,1 year
Year 2 week 05,82.0,cases,2018/2019,1 year
Year 2 week 05,68.0,cases,2019/2020,1 year
Year 2 week 05,0.0,cases,2020/2021,1 year
Year 2 week 05,2.0,cases,2021/2022,1 year
Year 2 week 05,8.0,cases,2022/2023,1 year
Year 2 week 05,31.0,cases,2023/2024,1 year
Year 2 week 06,42.0,cases,2015/2016,1 year
Year 2 week 06,23.0,cases,2016/2017,1 year
Year 2 week 06,88.0,cases,2017/2018,1 year
Year 2 week 06,99.0,cases,2018/2019,1 year
Year 2 week 06,67.0,cases,2019/2020,1 year
Year 2 week 06,0.0,cases,2020/2021,1 year
Year 2 week 06,2.0,cases,2021/2022,1 year
Year 2 week 06,4.0,cases,2022/2023,1 year
Year 2 week 06,23.0,cases,2023/2024,1 year
Year 2 week 07,25.0,cases,2015/2016,1 year
Year 2 week 07,17.0,cases,2016/2017,1 year
Year 2 week 07,83.0,cases,2017/2018,1 year
Year 2 week 07,88.0,cases,2018/2019,1 year
Year 2 week 07,63.0,cases,2019/2020,1 year
Year 2 week 07,0.0,cases,2020/2021,1 year
Year 2 week 07,3.0,cases,2021/2022,1 year
Year 2 week 07,3.0,cases,2022/2023,1 year
Year 2 week 07,20.0,cases,2023/2024,1 year
Year 2 week 08,26.0,cases,2015/2016,1 year
Year 2 week 08,17.0,cases,2016/2017,1 year
Year 2 week 08,71.0,cases,2017/2018,1 year
Year 2 week 08,66.0,cases,2018/2019,1 year
Year 2 week 08,37.0,cases,2019/2020,1 year
Year 2 week 08,0.0,cases,2020/2021,1 year
Year 2 week 08,0.0,cases,2021/2022,1 year
Year 2 week 08,3.0,cases,2022/2023,1 year
Year 2 week 08,13.0,cases,2023/2024,1 year
Year 2 week 09,28.0,cases,2015/2016,1 year
Year 2 week 09,12.0,cases,2016/2017,1 year
Year 2 week 09,56.0,cases,2017/2018,1 year
Year 2 week 09,63.0,cases,2018/2019,1 year
Year 2 week 09,51.0,cases,2019/2020,1 year
Year 2 week 09,0.0,cases,2020/2021,1 year
Year 2 week 09,0.0,cases,2021/2022,1 year
Year 2 week 09,4.0,cases,2022/2023,1 year
Year 2 week 09,11.0,cases,2023/2024,1 year
Year 2 week 10,17.0,cases,2015/2016,1 year
Year 2 week 10,10.0,cases,2016/2017,1 year
Year 2 week 10,31.0,cases,2017/2018,1 year
Year 2 week 10,71.0,cases,2018/2019,1 year
Year 2 week 10,53.0,cases,2019/2020,1 year
Year 2 week 10,0.0,cases,2020/2021,1 year
Year 2 week 10,2.0,cases,2021/2022,1 year
Year 2 week 10,1.0,cases,2022/2023,1 year
Year 2 week 10,10.0,cases,2023/2024,1 year
Year 2 week 11,21.0,cases,2015/2016,1 year
Year 2 week 11,13.0,cases,2016/2017,1 year
Year 2 week 11,26.0,cases,2017/2018,1 year
