week_sort,value,type,Season,Age Group
Year 1 week 31,0.0,cases,2019/2020,45-64 years
Year 1 week 31,0.0,cases,2020/2021,45-64 years
Year 1 week 31,1.0,cases,2021/2022,45-64 years
Year 1 week 31,2.0,cases,2022/2023,45-64 years
Year 1 week 31,0.0,cases,2023/2024,45-64 years
Year 1 week 31,0.0,cases,2024/2025,45-64 years
Year 1 week 32,0.0,cases,2016/2017,45-64 years
Year 1 week 32,0.0,cases,2017/2018,45-64 years
Year 1 week 32,0.0,cases,2018/2019,45-64 years
Year 1 week 32,0.0,cases,2019/2020,45-64 years
Year 1 week 32,0.0,cases,2020/2021,45-64 years
Year 1 week 32,2.0,cases,2021/2022,45-64 years
Year 1 week 32,3.0,cases,2022/2023,45-64 years
Year 1 week 32,0.0,cases,2023/2024,45-64 years
Year 1 week 32,0.0,cases,2024/2025,45-64 years
Year 1 week 33,0.0,cases,2016/2017,45-64 years
Year 1 week 33,0.0,cases,2017/2018,45-64 years
Year 1 week 33,0.0,cases,2018/2019,45-64 years
Year 1 week 33,0.0,cases,2019/2020,45-64 years
Year 1 week 33,0.0,cases,2020/2021,45-64 years
Year 1 week 33,2.0,cases,2021/2022,45-64 years
Year 1 week 33,1.0,cases,2022/2023,45-64 years
Year 1 week 33,0.0,cases,2023/2024,45-64 years
Year 1 week 33,0.0,cases,2024/2025,45-64 years
Year 1 week 34,0.0,cases,2016/2017,45-64 years
Year 1 week 34,0.0,cases,2017/2018,45-64 years
Year 1 week 34,0.0,cases,2018/2019,45-64 years
Year 1 week 34,0.0,cases,2019/2020,45-64 years
Year 1 week 34,0.0,cases,2020/2021,45-64 years
Year 1 week 34,11.0,cases,2021/2022,45-64 years
Year 1 week 34,0.0,cases,2022/2023,45-64 years
Year 1 week 34,0.0,cases,2023/2024,45-64 years
Year 1 week 34,0.0,cases,2024/2025,45-64 years
Year 1 week 35,0.0,cases,2016/2017,45-64 years
Year 1 week 35,0.0,cases,2017/2018,45-64 years
Year 1 week 35,0.0,cases,2018/2019,45-64 years
Year 1 week 35,1.0,cases,2019/2020,45-64 years
Year 1 week 35,0.0,cases,2020/2021,45-64 years
Year 1 week 35,8.0,cases,2021/2022,45-64 years
Year 1 week 35,4.0,cases,2022/2023,45-64 years
Year 1 week 35,0.0,cases,2023/2024,45-64 years
Year 1 week 35,0.0,cases,2024/2025,45-64 years
Year 1 week 36,0.0,cases,2016/2017,45-64 years
Year 1 week 36,0.0,cases,2017/2018,45-64 years
Year 1 week 36,0.0,cases,2018/2019,45-64 years
Year 1 week 36,1.0,cases,2019/2020,45-64 years
Year 1 week 36,0.0,cases,2020/2021,45-64 years
Year 1 week 36,24.0,cases,2021/2022,45-64 years
Year 1 week 36,5.0,cases,2022/2023,45-64 years
Year 1 week 36,0.0,cases,2023/2024,45-64 years
Year 1 week 36,0.0,cases,2024/2025,45-64 years
Year 1 week 37,0.0,cases,2016/2017,45-64 years
Year 1 week 37,1.0,cases,2017/2018,45-64 years
Year 1 week 37,0.0,cases,2018/2019,45-64 years
Year 1 week 37,0.0,cases,2019/2020,45-64 years
Year 1 week 37,0.0,cases,2020/2021,45-64 years
Year 1 week 37,26.0,cases,2021/2022,45-64 years
Year 1 week 37,5.0,cases,2022/2023,45-64 years
Year 1 week 37,3.0,cases,2023/2024,45-64 years
Year 1 week 37,0.0,cases,2024/2025,45-64 years
Year 1 week 38,0.0,cases,2016/2017,45-64 years
Year 1 week 38,0.0,cases,2017/2018,45-64 years
Year 1 week 38,0.0,cases,2018/2019,45-64 years
Year 1 week 38,0.0,cases,2019/2020,45-64 years
Year 1 week 38,0.0,cases,2020/2021,45-64 years
Year 1 week 38,44.0,cases,2021/2022,45-64 years
Year 1 week 38,10.0,cases,2022/2023,45-64 years
Year 1 week 38,2.0,cases,2023/2024,45-64 years
Year 1 week 38,1.0,cases,2024/2025,45-64 years
Year 1 week 39,0.0,cases,2016/2017,45-64 years
Year 1 week 39,0.0,cases,2017/2018,45-64 years
Year 1 week 39,0.0,cases,2018/2019,45-64 years
Year 1 week 39,0.0,cases,2019/2020,45-64 years
Year 1 week 39,0.0,cases,2020/2021,45-64 years
Year 1 week 39,39.0,cases,2021/2022,45-64 years
Year 1 week 39,13.0,cases,2022/2023,45-64 years
Year 1 week 39,0.0,cases,2023/2024,45-64 years
Year 1 week 39,0.0,cases,2024/2025,45-64 years
Year 1 week 40,1.0,cases,2015/2016,45-64 years
Year 1 week 40,0.0,cases,2016/2017,45-64 years
Year 1 week 40,0.0,cases,2017/2018,45-64 years
Year 1 week 40,0.0,cases,2018/2019,45-64 years
Year 1 week 40,0.0,cases,2019/2020,45-64 years
Year 1 week 40,0.0,cases,2020/2021,45-64 years
Year 1 week 40,42.0,cases,2021/2022,45-64 years
Year 1 week 40,14.0,cases,2022/2023,45-64 years
Year 1 week 40,0.0,cases,2023/2024,45-64 years
Year 1 week 40,2.0,cases,2024/2025,45-64 years
Year 1 week 41,0.0,cases,2015/2016,45-64 years
Year 1 week 41,0.0,cases,2016/2017,45-64 years
Year 1 week 41,0.0,cases,2017/2018,45-64 years
Year 1 week 41,0.0,cases,2018/2019,45-64 years
Year 1 week 41,0.0,cases,2019/2020,45-64 years
Year 1 week 41,0.0,cases,2020/2021,45-64 years
Year 1 week 41,44.0,cases,2021/2022,45-64 years
Year 1 week 41,33.0,cases,2022/2023,45-64 years
Year 1 week 41,1.0,cases,2023/2024,45-64 years
Year 1 week 41,2.0,cases,2024/2025,45-64 years
Year 1 week 42,0.0,cases,2015/2016,45-64 years
Year 1 week 42,0.0,cases,2016/2017,45-64 years
Year 1 week 42,0.0,cases,2017/2018,45-64 years
Year 1 week 42,0.0,cases,2018/2019,45-64 years
Year 1 week 42,1.0,cases,2019/2020,45-64 years
Year 1 week 42,0.0,cases,2020/2021,45-64 years
Year 1 week 42,46.0,cases,2021/2022,45-64 years
Year 1 week 42,38.0,cases,2022/2023,45-64 years
Year 1 week 42,3.0,cases,2023/2024,45-64 years
Year 1 week 42,1.0,cases,2024/2025,45-64 years
Year 1 week 43,0.0,cases,2015/2016,45-64 years
Year 1 week 43,0.0,cases,2016/2017,45-64 years
Year 1 week 43,0.0,cases,2017/2018,45-64 years
Year 1 week 43,1.0,cases,2018/2019,45-64 years
Year 1 week 43,0.0,cases,2019/2020,45-64 years
Year 1 week 43,0.0,cases,2020/2021,45-64 years
Year 1 week 43,50.0,cases,2021/2022,45-64 years
Year 1 week 43,52.0,cases,2022/2023,45-64 years
Year 1 week 43,10.0,cases,2023/2024,45-64 years
Year 1 week 43,2.0,cases,2024/2025,45-64 years
Year 1 week 44,1.0,cases,2015/2016,45-64 years
Year 1 week 44,0.0,cases,2016/2017,45-64 years
Year 1 week 44,0.0,cases,2017/2018,45-64 years
Year 1 week 44,0.0,cases,2018/2019,45-64 years
Year 1 week 44,0.0,cases,2019/2020,45-64 years
Year 1 week 44,0.0,cases,2020/2021,45-64 years
Year 1 week 44,41.0,cases,2021/2022,45-64 years
Year 1 week 44,66.0,cases,2022/2023,45-64 years
Year 1 week 44,8.0,cases,2023/2024,45-64 years
Year 1 week 44,3.0,cases,2024/2025,45-64 years
Year 1 week 45,0.0,cases,2015/2016,45-64 years
Year 1 week 45,1.0,cases,2016/2017,45-64 years
Year 1 week 45,0.0,cases,2017/2018,45-64 years
Year 1 week 45,1.0,cases,2018/2019,45-64 years
Year 1 week 45,4.0,cases,2019/2020,45-64 years
Year 1 week 45,0.0,cases,2020/2021,45-64 years
Year 1 week 45,26.0,cases,2021/2022,45-64 years
Year 1 week 45,79.0,cases,2022/2023,45-64 years
Year 1 week 45,8.0,cases,2023/2024,45-64 years
Year 1 week 45,0.0,cases,2024/2025,45-64 years
Year 1 week 46,1.0,cases,2015/2016,45-64 years
Year 1 week 46,1.0,cases,2016/2017,45-64 years
Year 1 week 46,1.0,cases,2017/2018,45-64 years
Year 1 week 46,0.0,cases,2018/2019,45-64 years
Year 1 week 46,3.0,cases,2019/2020,45-64 years
Year 1 week 46,0.0,cases,2020/2021,45-64 years
Year 1 week 46,24.0,cases,2021/2022,45-64 years
Year 1 week 46,105.0,cases,2022/2023,45-64 years
Year 1 week 46,13.0,cases,2023/2024,45-64 years
Year 1 week 46,1.0,cases,2024/2025,45-64 years
Year 1 week 47,2.0,cases,2015/2016,45-64 years
Year 1 week 47,0.0,cases,2016/2017,45-64 years
Year 1 week 47,0.0,cases,2017/2018,45-64 years
Year 1 week 47,1.0,cases,2018/2019,45-64 years
Year 1 week 47,4.0,cases,2019/2020,45-64 years
Year 1 week 47,0.0,cases,2020/2021,45-64 years
Year 1 week 47,21.0,cases,2021/2022,45-64 years
Year 1 week 47,101.0,cases,2022/2023,45-64 years
Year 1 week 47,32.0,cases,2023/2024,45-64 years
Year 1 week 47,5.0,cases,2024/2025,45-64 years
Year 1 week 48,0.0,cases,2015/2016,45-64 years
Year 1 week 48,3.0,cases,2016/2017,45-64 years
Year 1 week 48,2.0,cases,2017/2018,45-64 years
Year 1 week 48,1.0,cases,2018/2019,45-64 years
Year 1 week 48,5.0,cases,2019/2020,45-64 years
Year 1 week 48,1.0,cases,2020/2021,45-64 years
Year 1 week 48,17.0,cases,2021/2022,45-64 years
Year 1 week 48,108.0,cases,2022/2023,45-64 years
Year 1 week 48,32.0,cases,2023/2024,45-64 years
Year 1 week 48,7.0,cases,2024/2025,45-64 years
Year 1 week 49,0.0,cases,2015/2016,45-64 years
Year 1 week 49,5.0,cases,2016/2017,45-64 years
Year 1 week 49,1.0,cases,2017/2018,45-64 years
Year 1 week 49,2.0,cases,2018/2019,45-64 years
Year 1 week 49,1.0,cases,2019/2020,45-64 years
Year 1 week 49,0.0,cases,2020/2021,45-64 years
Year 1 week 49,12.0,cases,2021/2022,45-64 years
Year 1 week 49,89.0,cases,2022/2023,45-64 years
Year 1 week 49,74.0,cases,2023/2024,45-64 years
Year 1 week 49,7.0,cases,2024/2025,45-64 years
Year 1 week 50,0.0,cases,2015/2016,45-64 years
Year 1 week 50,3.0,cases,2016/2017,45-64 years
Year 1 week 50,1.0,cases,2017/2018,45-64 years
Year 1 week 50,2.0,cases,2018/2019,45-64 years
Year 1 week 50,6.0,cases,2019/2020,45-64 years
Year 1 week 50,0.0,cases,2020/2021,45-64 years
Year 1 week 50,17.0,cases,2021/2022,45-64 years
Year 1 week 50,101.0,cases,2022/2023,45-64 years
Year 1 week 50,125.0,cases,2023/2024,45-64 years
Year 1 week 50,15.0,cases,2024/2025,45-64 years
Year 1 week 51,0.0,cases,2015/2016,45-64 years
Year 1 week 51,8.0,cases,2016/2017,45-64 years
Year 1 week 51,2.0,cases,2017/2018,45-64 years
Year 1 week 51,4.0,cases,2018/2019,45-64 years
Year 1 week 51,16.0,cases,2019/2020,45-64 years
Year 1 week 51,0.0,cases,2020/2021,45-64 years
Year 1 week 51,6.0,cases,2021/2022,45-64 years
Year 1 week 51,108.0,cases,2022/2023,45-64 years
Year 1 week 51,99.0,cases,2023/2024,45-64 years
Year 1 week 51,23.0,cases,2024/2025,45-64 years
Year 1 week 52,2.0,cases,2015/2016,45-64 years
Year 1 week 52,6.0,cases,2016/2017,45-64 years
Year 1 week 52,5.0,cases,2017/2018,45-64 years
Year 1 week 52,5.0,cases,2018/2019,45-64 years
Year 1 week 52,11.0,cases,2019/2020,45-64 years
Year 1 week 52,0.0,cases,2020/2021,45-64 years
Year 1 week 52,4.0,cases,2021/2022,45-64 years
Year 1 week 52,86.0,cases,2022/2023,45-64 years
Year 1 week 52,63.0,cases,2023/2024,45-64 years
Year 1 week 52,10.0,cases,2024/2025,45-64 years
Year 1 week 53,5.0,cases,2015/2016,45-64 years
Year 1 week 53,0.0,cases,2020/2021,45-64 years
Year 2 week 01,2.0,cases,2015/2016,45-64 years
Year 2 week 01,10.0,cases,2016/2017,45-64 years
Year 2 week 01,5.0,cases,2017/2018,45-64 years
Year 2 week 01,13.0,cases,2018/2019,45-64 years
Year 2 week 01,16.0,cases,2019/2020,45-64 years
Year 2 week 01,0.0,cases,2020/2021,45-64 years
Year 2 week 01,7.0,cases,2021/2022,45-64 years
Year 2 week 01,89.0,cases,2022/2023,45-64 years
Year 2 week 01,87.0,cases,2023/2024,45-64 years
Year 2 week 01,38.0,cases,2024/2025,45-64 years
Year 2 week 02,4.0,cases,2015/2016,45-64 years
Year 2 week 02,10.0,cases,2016/2017,45-64 years
Year 2 week 02,8.0,cases,2017/2018,45-64 years
Year 2 week 02,10.0,cases,2018/2019,45-64 years
Year 2 week 02,11.0,cases,2019/2020,45-64 years
Year 2 week 02,0.0,cases,2020/2021,45-64 years
Year 2 week 02,6.0,cases,2021/2022,45-64 years
Year 2 week 02,56.0,cases,2022/2023,45-64 years
Year 2 week 02,67.0,cases,2023/2024,45-64 years
Year 2 week 02,40.0,cases,2024/2025,45-64 years
Year 2 week 03,4.0,cases,2015/2016,45-64 years
Year 2 week 03,8.0,cases,2016/2017,45-64 years
Year 2 week 03,12.0,cases,2017/2018,45-64 years
Year 2 week 03,7.0,cases,2018/2019,45-64 years
Year 2 week 03,11.0,cases,2019/2020,45-64 years
Year 2 week 03,0.0,cases,2020/2021,45-64 years
Year 2 week 03,4.0,cases,2021/2022,45-64 years
Year 2 week 03,34.0,cases,2022/2023,45-64 years
Year 2 week 03,62.0,cases,2023/2024,45-64 years
Year 2 week 04,6.0,cases,2015/2016,45-64 years
Year 2 week 04,10.0,cases,2016/2017,45-64 years
Year 2 week 04,13.0,cases,2017/2018,45-64 years
Year 2 week 04,26.0,cases,2018/2019,45-64 years
Year 2 week 04,14.0,cases,2019/2020,45-64 years
Year 2 week 04,0.0,cases,2020/2021,45-64 years
Year 2 week 04,1.0,cases,2021/2022,45-64 years
Year 2 week 04,22.0,cases,2022/2023,45-64 years
Year 2 week 04,38.0,cases,2023/2024,45-64 years
Year 2 week 05,7.0,cases,2015/2016,45-64 years
Year 2 week 05,16.0,cases,2016/2017,45-64 years
Year 2 week 05,23.0,cases,2017/2018,45-64 years
Year 2 week 05,23.0,cases,2018/2019,45-64 years
Year 2 week 05,20.0,cases,2019/2020,45-64 years
Year 2 week 05,0.0,cases,2020/2021,45-64 years
Year 2 week 05,1.0,cases,2021/2022,45-64 years
Year 2 week 05,15.0,cases,2022/2023,45-64 years
Year 2 week 05,43.0,cases,2023/2024,45-64 years
Year 2 week 06,13.0,cases,2015/2016,45-64 years
Year 2 week 06,16.0,cases,2016/2017,45-64 years
Year 2 week 06,23.0,cases,2017/2018,45-64 years
Year 2 week 06,31.0,cases,2018/2019,45-64 years
Year 2 week 06,23.0,cases,2019/2020,45-64 years
Year 2 week 06,0.0,cases,2020/2021,45-64 years
Year 2 week 06,0.0,cases,2021/2022,45-64 years
Year 2 week 06,14.0,cases,2022/2023,45-64 years
Year 2 week 06,37.0,cases,2023/2024,45-64 years
Year 2 week 07,9.0,cases,2015/2016,45-64 years
Year 2 week 07,21.0,cases,2016/2017,45-64 years
Year 2 week 07,36.0,cases,2017/2018,45-64 years
Year 2 week 07,34.0,cases,2018/2019,45-64 years
Year 2 week 07,9.0,cases,2019/2020,45-64 years
Year 2 week 07,0.0,cases,2020/2021,45-64 years
Year 2 week 07,3.0,cases,2021/2022,45-64 years
Year 2 week 07,12.0,cases,2022/2023,45-64 years
Year 2 week 07,20.0,cases,2023/2024,45-64 years
Year 2 week 08,15.0,cases,2015/2016,45-64 years
Year 2 week 08,14.0,cases,2016/2017,45-64 years
Year 2 week 08,37.0,cases,2017/2018,45-64 years
Year 2 week 08,42.0,cases,2018/2019,45-64 years
Year 2 week 08,22.0,cases,2019/2020,45-64 years
Year 2 week 08,0.0,cases,2020/2021,45-64 years
Year 2 week 08,0.0,cases,2021/2022,45-64 years
Year 2 week 08,10.0,cases,2022/2023,45-64 years
Year 2 week 08,17.0,cases,2023/2024,45-64 years
Year 2 week 09,7.0,cases,2015/2016,45-64 years
Year 2 week 09,17.0,cases,2016/2017,45-64 years
Year 2 week 09,37.0,cases,2017/2018,45-64 years
Year 2 week 09,21.0,cases,2018/2019,45-64 years
Year 2 week 09,16.0,cases,2019/2020,45-64 years
Year 2 week 09,0.0,cases,2020/2021,45-64 years
Year 2 week 09,0.0,cases,2021/2022,45-64 years
Year 2 week 09,6.0,cases,2022/2023,45-64 years
Year 2 week 09,22.0,cases,2023/2024,45-64 years
Year 2 week 10,12.0,cases,2015/2016,45-64 years
Year 2 week 10,13.0,cases,2016/2017,45-64 years
Year 2 week 10,33.0,cases,2017/2018,45-64 years
Year 2 week 10,29.0,cases,2018/2019,45-64 years
Year 2 week 10,11.0,cases,2019/2020,45-64 years
Year 2 week 10,0.0,cases,2020/2021,45-64 years
Year 2 week 10,1.0,cases,2021/2022,45-64 years
Year 2 week 10,5.0,cases,2022/2023,45-64 years
Year 2 week 10,5.0,cases,2023/2024,45-64 years
Year 2 week 11,8.0,cases,2015/2016,45-64 years
Year 2 week 11,6.0,cases,2016/2017,45-64 years
Year 2 week 11,36.0,cases,2017/2018,45-64 years
Year 2 week 11,16.0,cases,2018/2019,45-64 years
Year 2 week 11,18.0,cases,2019/2020,45-64 years
Year 2 week 11,0.0,cases,2020/2021,45-64 years
Year 2 week 11,0.0,cases,2021/2022,45-64 years
Year 2 week 11,6.0,cases,2022/2023,45-64 years
Year 2 week 11,14.0,cases,2023/2024,45-64 years
Year 2 week 12,7.0,cases,2015/2016,45-64 years
Year 2 week 12,5.0,cases,2016/2017,45-64 years
Year 2 week 12,31.0,cases,2017/2018,45-64 years
Year 2 week 12,13.0,cases,2018/2019,45-64 years
Year 2 week 12,13.0,cases,2019/2020,45-64 years
Year 2 week 12,0.0,cases,2020/2021,45-64 years
Year 2 week 12,0.0,cases,2021/2022,45-64 years
Year 2 week 12,3.0,cases,2022/2023,45-64 years
Year 2 week 12,8.0,cases,2023/2024,45-64 years
Year 2 week 13,12.0,cases,2015/2016,45-64 years
Year 2 week 13,4.0,cases,2016/2017,45-64 years
Year 2 week 13,16.0,cases,2017/2018,45-64 years
Year 2 week 13,6.0,cases,2018/2019,45-64 years
Year 2 week 13,16.0,cases,2019/2020,45-64 years
Year 2 week 13,0.0,cases,2020/2021,45-64 years
Year 2 week 13,0.0,cases,2021/2022,45-64 years
Year 2 week 13,3.0,cases,2022/2023,45-64 years
Year 2 week 13,4.0,cases,2023/2024,45-64 years
Year 2 week 14,7.0,cases,2015/2016,45-64 years
Year 2 week 14,2.0,cases,2016/2017,45-64 years
Year 2 week 14,20.0,cases,2017/2018,45-64 years
Year 2 week 14,10.0,cases,2018/2019,45-64 years
Year 2 week 14,13.0,cases,2019/2020,45-64 years
Year 2 week 14,0.0,cases,2020/2021,45-64 years
Year 2 week 14,0.0,cases,2021/2022,45-64 years
Year 2 week 14,2.0,cases,2022/2023,45-64 years
Year 2 week 14,5.0,cases,2023/2024,45-64 years
Year 2 week 15,9.0,cases,2015/2016,45-64 years
Year 2 week 15,0.0,cases,2016/2017,45-64 years
Year 2 week 15,9.0,cases,2017/2018,45-64 years
Year 2 week 15,6.0,cases,2018/2019,45-64 years
Year 2 week 15,1.0,cases,2019/2020,45-64 years
Year 2 week 15,0.0,cases,2020/2021,45-64 years
Year 2 week 15,0.0,cases,2021/2022,45-64 years
Year 2 week 15,3.0,cases,2022/2023,45-64 years
Year 2 week 15,5.0,cases,2023/2024,45-64 years
Year 2 week 16,2.0,cases,2015/2016,45-64 years
Year 2 week 16,2.0,cases,2016/2017,45-64 years
Year 2 week 16,5.0,cases,2017/2018,45-64 years
Year 2 week 16,1.0,cases,2018/2019,45-64 years
Year 2 week 16,1.0,cases,2019/2020,45-64 years
Year 2 week 16,0.0,cases,2020/2021,45-64 years
Year 2 week 16,1.0,cases,2021/2022,45-64 years
Year 2 week 16,3.0,cases,2022/2023,45-64 years
Year 2 week 16,2.0,cases,2023/2024,45-64 years
Year 2 week 17,0.0,cases,2015/2016,45-64 years
Year 2 week 17,2.0,cases,2016/2017,45-64 years
Year 2 week 17,3.0,cases,2017/2018,45-64 years
Year 2 week 17,5.0,cases,2018/2019,45-64 years
Year 2 week 17,0.0,cases,2019/2020,45-64 years
Year 2 week 17,0.0,cases,2020/2021,45-64 years
Year 2 week 17,0.0,cases,2021/2022,45-64 years
Year 2 week 17,1.0,cases,2022/2023,45-64 years
Year 2 week 17,0.0,cases,2023/2024,45-64 years
Year 2 week 18,0.0,cases,2015/2016,45-64 years
Year 2 week 18,0.0,cases,2016/2017,45-64 years
Year 2 week 18,4.0,cases,2017/2018,45-64 years
Year 2 week 18,0.0,cases,2018/2019,45-64 years
Year 2 week 18,0.0,cases,2019/2020,45-64 years
Year 2 week 18,0.0,cases,2020/2021,45-64 years
Year 2 week 18,0.0,cases,2021/2022,45-64 years
Year 2 week 18,0.0,cases,2022/2023,45-64 years
Year 2 week 18,1.0,cases,2023/2024,45-64 years
Year 2 week 19,0.0,cases,2015/2016,45-64 years
Year 2 week 19,3.0,cases,2016/2017,45-64 years
Year 2 week 19,0.0,cases,2017/2018,45-64 years
Year 2 week 19,1.0,cases,2018/2019,45-64 years
Year 2 week 19,0.0,cases,2019/2020,45-64 years
Year 2 week 19,0.0,cases,2020/2021,45-64 years
Year 2 week 19,1.0,cases,2021/2022,45-64 years
Year 2 week 19,0.0,cases,2022/2023,45-64 years
Year 2 week 19,1.0,cases,2023/2024,45-64 years
Year 2 week 20,0.0,cases,2015/2016,45-64 years
Year 2 week 20,0.0,cases,2016/2017,45-64 years
Year 2 week 20,1.0,cases,2017/2018,45-64 years
Year 2 week 20,1.0,cases,2018/2019,45-64 years
Year 2 week 20,0.0,cases,2019/2020,45-64 years
Year 2 week 20,0.0,cases,2020/2021,45-64 years
Year 2 week 20,2.0,cases,2021/2022,45-64 years
Year 2 week 20,0.0,cases,2022/2023,45-64 years
Year 2 week 20,1.0,cases,2023/2024,45-64 years
Year 1 week 21,37.0,tested,2016/2017,45-64 years
Year 1 week 21,37.0,tested,2017/2018,45-64 years
Year 1 week 21,48.0,tested,2018/2019,45-64 years
Year 1 week 21,90.0,tested,2019/2020,45-64 years
Year 1 week 21,66.0,tested,2020/2021,45-64 years
Year 1 week 21,166.0,tested,2021/2022,45-64 years
Year 1 week 21,413.0,tested,2022/2023,45-64 years
Year 1 week 21,410.0,tested,2023/2024,45-64 years
Year 1 week 21,290.0,tested,2024/2025,45-64 years
Year 1 week 22,30.0,tested,2016/2017,45-64 years
Year 1 week 22,33.0,tested,2017/2018,45-64 years
Year 1 week 22,68.0,tested,2018/2019,45-64 years
Year 1 week 22,57.0,tested,2019/2020,45-64 years
Year 1 week 22,54.0,tested,2020/2021,45-64 years
Year 1 week 22,173.0,tested,2021/2022,45-64 years
Year 1 week 22,408.0,tested,2022/2023,45-64 years
Year 1 week 22,307.0,tested,2023/2024,45-64 years
Year 1 week 22,335.0,tested,2024/2025,45-64 years
Year 1 week 23,27.0,tested,2016/2017,45-64 years
Year 1 week 23,34.0,tested,2017/2018,45-64 years
Year 1 week 23,54.0,tested,2018/2019,45-64 years
Year 1 week 23,74.0,tested,2019/2020,45-64 years
Year 1 week 23,45.0,tested,2020/2021,45-64 years
Year 1 week 23,160.0,tested,2021/2022,45-64 years
Year 1 week 23,432.0,tested,2022/2023,45-64 years
Year 1 week 23,315.0,tested,2023/2024,45-64 years
Year 1 week 23,311.0,tested,2024/2025,45-64 years
Year 1 week 24,31.0,tested,2016/2017,45-64 years
Year 1 week 24,36.0,tested,2017/2018,45-64 years
Year 1 week 24,32.0,tested,2018/2019,45-64 years
Year 1 week 24,69.0,tested,2019/2020,45-64 years
Year 1 week 24,52.0,tested,2020/2021,45-64 years
Year 1 week 24,166.0,tested,2021/2022,45-64 years
Year 1 week 24,456.0,tested,2022/2023,45-64 years
Year 1 week 24,308.0,tested,2023/2024,45-64 years
Year 1 week 24,316.0,tested,2024/2025,45-64 years
Year 1 week 25,24.0,tested,2016/2017,45-64 years
Year 1 week 25,25.0,tested,2017/2018,45-64 years
Year 1 week 25,47.0,tested,2018/2019,45-64 years
Year 1 week 25,58.0,tested,2019/2020,45-64 years
Year 1 week 25,40.0,tested,2020/2021,45-64 years
Year 1 week 25,135.0,tested,2021/2022,45-64 years
Year 1 week 25,428.0,tested,2022/2023,45-64 years
Year 1 week 25,335.0,tested,2023/2024,45-64 years
Year 1 week 25,326.0,tested,2024/2025,45-64 years
Year 1 week 26,26.0,tested,2016/2017,45-64 years
Year 1 week 26,33.0,tested,2017/2018,45-64 years
Year 1 week 26,43.0,tested,2018/2019,45-64 years
Year 1 week 26,45.0,tested,2019/2020,45-64 years
Year 1 week 26,40.0,tested,2020/2021,45-64 years
Year 1 week 26,136.0,tested,2021/2022,45-64 years
Year 1 week 26,435.0,tested,2022/2023,45-64 years
Year 1 week 26,247.0,tested,2023/2024,45-64 years
Year 1 week 26,380.0,tested,2024/2025,45-64 years
Year 1 week 27,24.0,tested,2016/2017,45-64 years
Year 1 week 27,31.0,tested,2017/2018,45-64 years
Year 1 week 27,35.0,tested,2018/2019,45-64 years
Year 1 week 27,52.0,tested,2019/2020,45-64 years
Year 1 week 27,36.0,tested,2020/2021,45-64 years
Year 1 week 27,111.0,tested,2021/2022,45-64 years
Year 1 week 27,390.0,tested,2022/2023,45-64 years
Year 1 week 27,263.0,tested,2023/2024,45-64 years
Year 1 week 27,430.0,tested,2024/2025,45-64 years
Year 1 week 28,22.0,tested,2016/2017,45-64 years
Year 1 week 28,39.0,tested,2017/2018,45-64 years
Year 1 week 28,39.0,tested,2018/2019,45-64 years
Year 1 week 28,48.0,tested,2019/2020,45-64 years
Year 1 week 28,42.0,tested,2020/2021,45-64 years
Year 1 week 28,137.0,tested,2021/2022,45-64 years
Year 1 week 28,374.0,tested,2022/2023,45-64 years
Year 1 week 28,257.0,tested,2023/2024,45-64 years
Year 1 week 28,417.0,tested,2024/2025,45-64 years
Year 1 week 29,30.0,tested,2016/2017,45-64 years
Year 1 week 29,23.0,tested,2017/2018,45-64 years
Year 1 week 29,27.0,tested,2018/2019,45-64 years
Year 1 week 29,45.0,tested,2019/2020,45-64 years
Year 1 week 29,36.0,tested,2020/2021,45-64 years
Year 1 week 29,126.0,tested,2021/2022,45-64 years
Year 1 week 29,322.0,tested,2022/2023,45-64 years
Year 1 week 29,255.0,tested,2023/2024,45-64 years
Year 1 week 29,389.0,tested,2024/2025,45-64 years
Year 1 week 30,31.0,tested,2016/2017,45-64 years
Year 1 week 30,28.0,tested,2017/2018,45-64 years
Year 1 week 30,24.0,tested,2018/2019,45-64 years
Year 1 week 30,43.0,tested,2019/2020,45-64 years
Year 1 week 30,29.0,tested,2020/2021,45-64 years
Year 1 week 30,99.0,tested,2021/2022,45-64 years
Year 1 week 30,347.0,tested,2022/2023,45-64 years
Year 1 week 30,256.0,tested,2023/2024,45-64 years
Year 1 week 30,398.0,tested,2024/2025,45-64 years
Year 1 week 31,25.0,tested,2016/2017,45-64 years
Year 1 week 31,20.0,tested,2017/2018,45-64 years
Year 1 week 31,18.0,tested,2018/2019,45-64 years
Year 1 week 31,44.0,tested,2019/2020,45-64 years
Year 1 week 31,38.0,tested,2020/2021,45-64 years
Year 1 week 31,130.0,tested,2021/2022,45-64 years
Year 1 week 31,360.0,tested,2022/2023,45-64 years
Year 1 week 31,240.0,tested,2023/2024,45-64 years
Year 1 week 31,377.0,tested,2024/2025,45-64 years
Year 1 week 32,21.0,tested,2016/2017,45-64 years
Year 1 week 32,27.0,tested,2017/2018,45-64 years
Year 1 week 32,35.0,tested,2018/2019,45-64 years
Year 1 week 32,39.0,tested,2019/2020,45-64 years
Year 1 week 32,47.0,tested,2020/2021,45-64 years
Year 1 week 32,96.0,tested,2021/2022,45-64 years
Year 1 week 32,365.0,tested,2022/2023,45-64 years
Year 1 week 32,267.0,tested,2023/2024,45-64 years
