year,week,Age_group,Number_of_citizens,Number_of_confirmed_cases,Number_of_new_admissions,Confirmed_cases_per_100k_citizens,New_admissions_per_100k_citizens,country,country_code
2020,U14,02-06,1219532,4,2,548,375,Denmark,DNK
2020,U14,07-14,2124200,6,0,240,0,Denmark,DNK
2020,U14,15-44,8788456,12,2,152,28,Denmark,DNK
2020,U14,45-64,6187672,10,6,167,104,Denmark,DNK
2020,U14,65-74,2590548,8,6,357,274,Denmark,DNK
2020,U14,75-84,1570712,2,2,117,117,Denmark,DNK
2020,U14,85+,502324,4,4,885,885,Denmark,DNK
2020,U14,Alle,23481044,50,22,235,114,Denmark,DNK
2020,U15,00-01,497896,0,0,0,0,Denmark,DNK
2020,U15,02-06,1219468,0,0,0,0,Denmark,DNK
2020,U15,07-14,2121572,2,0,99,0,Denmark,DNK
2020,U15,15-44,8782028,0,0,0,0,Denmark,DNK
2020,U15,45-64,6192964,0,0,0,0,Denmark,DNK
2020,U15,65-74,2589160,4,4,191,191,Denmark,DNK
2020,U15,75-84,1579120,0,0,0,0,Denmark,DNK
2020,U15,85+,502876,0,0,0,0,Denmark,DNK
2020,U15,Alle,23485084,6,4,32,23,Denmark,DNK
2020,U16,00-01,497896,0,0,0,0,Denmark,DNK
2020,U16,02-06,1219468,0,0,0,0,Denmark,DNK
2020,U16,07-14,2121572,0,0,0,0,Denmark,DNK
2020,U16,15-44,8782028,0,0,0,0,Denmark,DNK
2020,U16,45-64,6192964,0,0,0,0,Denmark,DNK
2020,U16,65-74,2589160,4,2,191,83,Denmark,DNK
2020,U16,75-84,1579120,0,0,0,0,Denmark,DNK
2020,U16,85+,502876,0,0,0,0,Denmark,DNK
2020,U16,Alle,23485084,4,2,22,9,Denmark,DNK
2020,U17,00-01,497896,2,0,425,0,Denmark,DNK
2020,U17,02-06,1219468,0,0,0,0,Denmark,DNK
2020,U17,07-14,2121572,0,0,0,0,Denmark,DNK
2020,U17,15-44,8782028,0,0,0,0,Denmark,DNK
2020,U17,45-64,6192964,0,0,0,0,Denmark,DNK
2020,U17,65-74,2589160,0,0,0,0,Denmark,DNK
2020,U17,75-84,1579120,0,0,0,0,Denmark,DNK
2020,U17,85+,502876,0,0,0,0,Denmark,DNK
2020,U17,Alle,23485084,2,0,9,0,Denmark,DNK
2020,U18,00-01,497896,0,0,0,0,Denmark,DNK
2020,U18,02-06,1219468,0,0,0,0,Denmark,DNK
2020,U18,07-14,2121572,0,0,0,0,Denmark,DNK
2020,U18,15-44,8782028,0,0,0,0,Denmark,DNK
2020,U18,45-64,6192964,0,0,0,0,Denmark,DNK
2020,U18,65-74,2589160,0,0,0,0,Denmark,DNK
2020,U18,75-84,1579120,0,0,0,0,Denmark,DNK
2020,U18,85+,502876,0,0,0,0,Denmark,DNK
2020,U18,Alle,23485084,0,0,0,0,Denmark,DNK
2020,U19,00-01,497948,0,0,0,0,Denmark,DNK
2020,U19,02-06,1220580,0,0,0,0,Denmark,DNK
2020,U19,07-14,2117780,0,0,0,0,Denmark,DNK
2020,U19,15-44,8779144,0,0,0,0,Denmark,DNK
2020,U19,45-64,6194848,0,0,0,0,Denmark,DNK
2020,U19,65-74,2589064,0,0,0,0,Denmark,DNK
2020,U19,75-84,1588660,0,0,0,0,Denmark,DNK
2020,U19,85+,504436,0,0,0,0,Denmark,DNK
2020,U19,Alle,23492460,0,0,0,0,Denmark,DNK
2020,U20,00-01,497948,0,0,0,0,Denmark,DNK
2020,U20,02-06,1220580,0,0,0,0,Denmark,DNK
2020,U20,07-14,2117780,0,0,0,0,Denmark,DNK
2020,U20,15-44,8779144,0,0,0,0,Denmark,DNK
2020,U20,45-64,6194848,0,0,0,0,Denmark,DNK
2020,U20,65-74,2589064,0,0,0,0,Denmark,DNK
2020,U20,75-84,1588660,0,0,0,0,Denmark,DNK
2020,U20,85+,504436,0,0,0,0,Denmark,DNK
2020,U20,Alle,23492460,0,0,0,0,Denmark,DNK
2020,U21,00-01,497948,0,0,0,0,Denmark,DNK
2020,U21,02-06,1220580,0,0,0,0,Denmark,DNK
2020,U21,07-14,2117780,0,0,0,0,Denmark,DNK
2020,U21,15-44,8779144,0,0,0,0,Denmark,DNK
2020,U21,45-64,6194848,0,0,0,0,Denmark,DNK
2020,U21,65-74,2589064,0,0,0,0,Denmark,DNK
2020,U21,75-84,1588660,0,0,0,0,Denmark,DNK
2020,U21,85+,504436,0,0,0,0,Denmark,DNK
2020,U21,Alle,23492460,0,0,0,0,Denmark,DNK
2020,U22,00-01,497948,0,0,0,0,Denmark,DNK
2020,U22,02-06,1220580,0,0,0,0,Denmark,DNK
2020,U22,07-14,2117780,0,0,0,0,Denmark,DNK
2020,U22,15-44,8779144,0,0,0,0,Denmark,DNK
2020,U22,45-64,6194848,0,0,0,0,Denmark,DNK
2020,U22,65-74,2589064,0,0,0,0,Denmark,DNK
2020,U22,75-84,1588660,0,0,0,0,Denmark,DNK
2020,U22,85+,504436,0,0,0,0,Denmark,DNK
2020,U22,Alle,23492460,0,0,0,0,Denmark,DNK
2020,U23,00-01,492888,0,0,0,0,Denmark,DNK
2020,U23,02-06,1215740,0,0,0,0,Denmark,DNK
2020,U23,07-14,2108720,0,0,0,0,Denmark,DNK
2020,U23,15-44,8703256,0,0,0,0,Denmark,DNK
2020,U23,45-64,6180848,0,0,0,0,Denmark,DNK
2020,U23,65-74,2580908,0,0,0,0,Denmark,DNK
2020,U23,75-84,1594480,0,0,0,0,Denmark,DNK
2020,U23,85+,505308,0,0,0,0,Denmark,DNK
2020,U23,Alle,23382148,0,0,0,0,Denmark,DNK
2020,U24,00-01,492888,0,0,0,0,Denmark,DNK
2020,U24,02-06,1215740,0,0,0,0,Denmark,DNK
2020,U24,07-14,2108720,0,0,0,0,Denmark,DNK
2020,U24,15-44,8703256,0,0,0,0,Denmark,DNK
2020,U24,45-64,6180848,0,0,0,0,Denmark,DNK
2020,U24,65-74,2580908,0,0,0,0,Denmark,DNK
2020,U24,75-84,1594480,0,0,0,0,Denmark,DNK
2020,U24,85+,505308,0,0,0,0,Denmark,DNK
2020,U24,Alle,23382148,0,0,0,0,Denmark,DNK
2020,U25,00-01,492888,0,0,0,0,Denmark,DNK
2020,U25,02-06,1215740,0,0,0,0,Denmark,DNK
2020,U25,07-14,2108720,0,0,0,0,Denmark,DNK
2020,U25,15-44,8703256,0,0,0,0,Denmark,DNK
2020,U25,45-64,6180848,0,0,0,0,Denmark,DNK
2020,U25,65-74,2580908,0,0,0,0,Denmark,DNK
2020,U25,75-84,1594480,0,0,0,0,Denmark,DNK
2020,U25,85+,505308,0,0,0,0,Denmark,DNK
2020,U25,Alle,23382148,0,0,0,0,Denmark,DNK
2020,U26,00-01,492888,0,0,0,0,Denmark,DNK
2020,U26,02-06,1215740,0,0,0,0,Denmark,DNK
2020,U26,07-14,2108720,0,0,0,0,Denmark,DNK
2020,U26,15-44,8703256,0,0,0,0,Denmark,DNK
2020,U26,45-64,6180848,0,0,0,0,Denmark,DNK
2020,U26,65-74,2580908,0,0,0,0,Denmark,DNK
2020,U26,75-84,1594480,0,0,0,0,Denmark,DNK
2020,U26,85+,505308,0,0,0,0,Denmark,DNK
2020,U26,Alle,23382148,0,0,0,0,Denmark,DNK
2020,U27,00-01,492888,0,0,0,0,Denmark,DNK
2020,U27,02-06,1215740,0,0,0,0,Denmark,DNK
2020,U27,07-14,2108720,0,0,0,0,Denmark,DNK
2020,U27,15-44,8703256,0,0,0,0,Denmark,DNK
2020,U27,45-64,6180848,0,0,0,0,Denmark,DNK
2020,U27,65-74,2580908,0,0,0,0,Denmark,DNK
2020,U27,75-84,1594480,0,0,0,0,Denmark,DNK
2020,U27,85+,505308,0,0,0,0,Denmark,DNK
2020,U27,Alle,23382148,0,0,0,0,Denmark,DNK
2020,U28,00-01,490688,0,0,0,0,Denmark,DNK
2020,U28,02-06,1217496,0,0,0,0,Denmark,DNK
2020,U28,07-14,2106964,0,0,0,0,Denmark,DNK
2020,U28,15-44,8694592,0,0,0,0,Denmark,DNK
2020,U28,45-64,6180156,0,0,0,0,Denmark,DNK
2020,U28,65-74,2577936,0,0,0,0,Denmark,DNK
2020,U28,75-84,1603540,0,0,0,0,Denmark,DNK
2020,U28,85+,506920,0,0,0,0,Denmark,DNK
2020,U28,Alle,23378292,0,0,0,0,Denmark,DNK
2020,U29,00-01,490688,0,0,0,0,Denmark,DNK
2020,U29,02-06,1217496,0,0,0,0,Denmark,DNK
2020,U29,07-14,2106964,0,0,0,0,Denmark,DNK
2020,U29,15-44,8694592,0,0,0,0,Denmark,DNK
2020,U29,45-64,6180156,0,0,0,0,Denmark,DNK
2020,U29,65-74,2577936,0,0,0,0,Denmark,DNK
2020,U29,75-84,1603540,0,0,0,0,Denmark,DNK
2020,U29,85+,506920,0,0,0,0,Denmark,DNK
2020,U29,Alle,23378292,0,0,0,0,Denmark,DNK
2020,U30,00-01,490688,0,0,0,0,Denmark,DNK
2020,U30,02-06,1217496,0,0,0,0,Denmark,DNK
2020,U30,07-14,2106964,0,0,0,0,Denmark,DNK
2020,U30,15-44,8694592,0,0,0,0,Denmark,DNK
2020,U30,45-64,6180156,0,0,0,0,Denmark,DNK
2020,U30,65-74,2577936,0,0,0,0,Denmark,DNK
2020,U30,75-84,1603540,0,0,0,0,Denmark,DNK
2020,U30,85+,506920,0,0,0,0,Denmark,DNK
2020,U30,Alle,23378292,0,0,0,0,Denmark,DNK
2020,U31,00-01,490688,0,0,0,0,Denmark,DNK
2020,U31,02-06,1217496,0,0,0,0,Denmark,DNK
2020,U31,07-14,2106964,0,0,0,0,Denmark,DNK
2020,U31,15-44,8694592,0,0,0,0,Denmark,DNK
2020,U31,45-64,6180156,0,0,0,0,Denmark,DNK
2020,U31,65-74,2577936,0,0,0,0,Denmark,DNK
2020,U31,75-84,1603540,0,0,0,0,Denmark,DNK
2020,U31,85+,506920,0,0,0,0,Denmark,DNK
2020,U31,Alle,23378292,0,0,0,0,Denmark,DNK
2020,U32,00-01,492288,0,0,0,0,Denmark,DNK
2020,U32,02-06,1219376,0,0,0,0,Denmark,DNK
2020,U32,07-14,2105240,0,0,0,0,Denmark,DNK
2020,U32,15-44,8688424,0,0,0,0,Denmark,DNK
2020,U32,45-64,6185788,0,0,0,0,Denmark,DNK
2020,U32,65-74,2578876,0,0,0,0,Denmark,DNK
2020,U32,75-84,1611044,0,0,0,0,Denmark,DNK
2020,U32,85+,508592,0,0,0,0,Denmark,DNK
2020,U32,Alle,23389628,0,0,0,0,Denmark,DNK
2020,U33,00-01,492288,0,0,0,0,Denmark,DNK
2020,U33,02-06,1219376,0,0,0,0,Denmark,DNK
2020,U33,07-14,2105240,0,0,0,0,Denmark,DNK
2020,U33,15-44,8688424,0,0,0,0,Denmark,DNK
2020,U33,45-64,6185788,0,0,0,0,Denmark,DNK
2020,U33,65-74,2578876,0,0,0,0,Denmark,DNK
2020,U33,75-84,1611044,0,0,0,0,Denmark,DNK
2020,U33,85+,508592,0,0,0,0,Denmark,DNK
2020,U33,Alle,23389628,0,0,0,0,Denmark,DNK
2020,U34,00-01,492288,0,0,0,0,Denmark,DNK
2020,U34,02-06,1219376,0,0,0,0,Denmark,DNK
2020,U34,07-14,2105240,0,0,0,0,Denmark,DNK
2020,U34,15-44,8688424,0,0,0,0,Denmark,DNK
2020,U34,45-64,6185788,0,0,0,0,Denmark,DNK
2020,U34,65-74,2578876,0,0,0,0,Denmark,DNK
2020,U34,75-84,1611044,0,0,0,0,Denmark,DNK
2020,U34,85+,508592,0,0,0,0,Denmark,DNK
2020,U34,Alle,23389628,0,0,0,0,Denmark,DNK
2020,U35,00-01,492288,0,0,0,0,Denmark,DNK
2020,U35,02-06,1219376,0,0,0,0,Denmark,DNK
2020,U35,07-14,2105240,0,0,0,0,Denmark,DNK
2020,U35,15-44,8688424,0,0,0,0,Denmark,DNK
2020,U35,45-64,6185788,0,0,0,0,Denmark,DNK
2020,U35,65-74,2578876,0,0,0,0,Denmark,DNK
2020,U35,75-84,1611044,0,0,0,0,Denmark,DNK
2020,U35,85+,508592,0,0,0,0,Denmark,DNK
2020,U35,Alle,23389628,0,0,0,0,Denmark,DNK
2020,U36,00-01,492288,0,0,0,0,Denmark,DNK
2020,U36,02-06,1219376,0,0,0,0,Denmark,DNK
2020,U36,07-14,2105240,0,0,0,0,Denmark,DNK
2020,U36,15-44,8688424,0,0,0,0,Denmark,DNK
2020,U36,45-64,6185788,2,2,28,28,Denmark,DNK
2020,U36,65-74,2578876,0,0,0,0,Denmark,DNK
2020,U36,75-84,1611044,0,0,0,0,Denmark,DNK
2020,U36,85+,508592,0,0,0,0,Denmark,DNK
2020,U36,Alle,23389628,2,2,7,7,Denmark,DNK
2020,U37,00-01,491620,0,0,0,0,Denmark,DNK
2020,U37,02-06,1221748,0,0,0,0,Denmark,DNK
2020,U37,07-14,2104224,0,0,0,0,Denmark,DNK
2020,U37,15-44,8681720,0,0,0,0,Denmark,DNK
2020,U37,45-64,6186248,0,0,0,0,Denmark,DNK
2020,U37,65-74,2574376,0,0,0,0,Denmark,DNK
2020,U37,75-84,1618652,0,0,0,0,Denmark,DNK
2020,U37,85+,510284,0,0,0,0,Denmark,DNK
2020,U37,Alle,23388872,0,0,0,0,Denmark,DNK
2020,U38,00-01,491620,0,0,0,0,Denmark,DNK
2020,U38,02-06,1221748,0,0,0,0,Denmark,DNK
2020,U38,07-14,2104224,0,0,0,0,Denmark,DNK
2020,U38,15-44,8681720,0,0,0,0,Denmark,DNK
2020,U38,45-64,6186248,0,0,0,0,Denmark,DNK
2020,U38,65-74,2574376,0,0,0,0,Denmark,DNK
2020,U38,75-84,1618652,0,0,0,0,Denmark,DNK
2020,U38,85+,510284,0,0,0,0,Denmark,DNK
2020,U38,Alle,23388872,0,0,0,0,Denmark,DNK
2020,U39,00-01,491620,0,0,0,0,Denmark,DNK
2020,U39,02-06,1221748,0,0,0,0,Denmark,DNK
2020,U39,07-14,2104224,0,0,0,0,Denmark,DNK
2020,U39,15-44,8681720,0,0,0,0,Denmark,DNK
2020,U39,45-64,6186248,0,0,0,0,Denmark,DNK
2020,U39,65-74,2574376,0,0,0,0,Denmark,DNK
2020,U39,75-84,1618652,0,0,0,0,Denmark,DNK
2020,U39,85+,510284,0,0,0,0,Denmark,DNK
2020,U39,Alle,23388872,0,0,0,0,Denmark,DNK
2020,U40,00-01,491620,0,0,0,0,Denmark,DNK
2020,U40,02-06,1221748,0,0,0,0,Denmark,DNK
2020,U40,07-14,2104224,0,0,0,0,Denmark,DNK
2020,U40,15-44,8681720,0,0,0,0,Denmark,DNK
2020,U40,45-64,6186248,0,0,0,0,Denmark,DNK
2020,U40,65-74,2574376,0,0,0,0,Denmark,DNK
2020,U40,75-84,1618652,0,0,0,0,Denmark,DNK
2020,U40,85+,510284,0,0,0,0,Denmark,DNK
2020,U40,Alle,23388872,0,0,0,0,Denmark,DNK
2020,U41,00-01,496528,0,0,0,0,Denmark,DNK
2020,U41,02-06,1228464,0,0,0,0,Denmark,DNK
2020,U41,07-14,2107036,2,0,80,0,Denmark,DNK
2020,U41,15-44,8748772,0,0,0,0,Denmark,DNK
2020,U41,45-64,6202392,0,0,0,0,Denmark,DNK
2020,U41,65-74,2575368,0,0,0,0,Denmark,DNK
2020,U41,75-84,1628188,0,0,0,0,Denmark,DNK
2020,U41,85+,511896,0,0,0,0,Denmark,DNK
2020,U41,Alle,23498644,2,0,7,0,Denmark,DNK
2020,U42,00-01,496528,2,0,307,0,Denmark,DNK
2020,U42,02-06,1228464,0,0,0,0,Denmark,DNK
2020,U42,07-14,2107036,0,0,0,0,Denmark,DNK
2020,U42,15-44,8748772,0,0,0,0,Denmark,DNK
2020,U42,45-64,6202392,0,0,0,0,Denmark,DNK
2020,U42,65-74,2575368,0,0,0,0,Denmark,DNK
2020,U42,75-84,1628188,0,0,0,0,Denmark,DNK
2020,U42,85+,511896,0,0,0,0,Denmark,DNK
2020,U42,Alle,23498644,2,0,7,0,Denmark,DNK
2020,U43,00-01,496528,0,0,0,0,Denmark,DNK
2020,U43,02-06,1228464,0,0,0,0,Denmark,DNK
2020,U43,07-14,2107036,0,0,0,0,Denmark,DNK
2020,U43,15-44,8748772,0,0,0,0,Denmark,DNK
2020,U43,45-64,6202392,0,0,0,0,Denmark,DNK
2020,U43,65-74,2575368,0,0,0,0,Denmark,DNK
2020,U43,75-84,1628188,0,0,0,0,Denmark,DNK
2020,U43,85+,511896,0,0,0,0,Denmark,DNK
2020,U43,Alle,23498644,0,0,0,0,Denmark,DNK
2020,U44,00-01,496528,0,0,0,0,Denmark,DNK
2020,U44,02-06,1228464,0,0,0,0,Denmark,DNK
2020,U44,07-14,2107036,0,0,0,0,Denmark,DNK
2020,U44,15-44,8748772,0,0,0,0,Denmark,DNK
2020,U44,45-64,6202392,0,0,0,0,Denmark,DNK
2020,U44,65-74,2575368,0,0,0,0,Denmark,DNK
2020,U44,75-84,1628188,0,0,0,0,Denmark,DNK
2020,U44,85+,511896,0,0,0,0,Denmark,DNK
2020,U44,Alle,23498644,0,0,0,0,Denmark,DNK
2020,U45,00-01,493036,0,0,0,0,Denmark,DNK
2020,U45,02-06,1225164,0,0,0,0,Denmark,DNK
2020,U45,07-14,2098420,0,0,0,0,Denmark,DNK
2020,U45,15-44,8698524,0,0,0,0,Denmark,DNK
2020,U45,45-64,6195240,0,0,0,0,Denmark,DNK
2020,U45,65-74,2569492,0,0,0,0,Denmark,DNK
2020,U45,75-84,1634772,0,0,0,0,Denmark,DNK
2020,U45,85+,512796,0,0,0,0,Denmark,DNK
2020,U45,Alle,23427444,0,0,0,0,Denmark,DNK
2020,U46,00-01,493036,0,0,0,0,Denmark,DNK
2020,U46,02-06,1225164,0,0,0,0,Denmark,DNK
2020,U46,07-14,2098420,0,0,0,0,Denmark,DNK
2020,U46,15-44,8698524,0,0,0,0,Denmark,DNK
2020,U46,45-64,6195240,0,0,0,0,Denmark,DNK
2020,U46,65-74,2569492,0,0,0,0,Denmark,DNK
2020,U46,75-84,1634772,0,0,0,0,Denmark,DNK
2020,U46,85+,512796,0,0,0,0,Denmark,DNK
2020,U46,Alle,23427444,0,0,0,0,Denmark,DNK
2020,U47,00-01,493036,0,0,0,0,Denmark,DNK
2020,U47,02-06,1225164,0,0,0,0,Denmark,DNK
2020,U47,07-14,2098420,0,0,0,0,Denmark,DNK
2020,U47,15-44,8698524,0,0,0,0,Denmark,DNK
2020,U47,45-64,6195240,0,0,0,0,Denmark,DNK
2020,U47,65-74,2569492,0,0,0,0,Denmark,DNK
2020,U47,75-84,1634772,2,2,113,113,Denmark,DNK
2020,U47,85+,512796,0,0,0,0,Denmark,DNK
2020,U47,Alle,23427444,2,2,7,7,Denmark,DNK
2020,U48,00-01,493036,0,0,0,0,Denmark,DNK
2020,U48,02-06,1225164,0,0,0,0,Denmark,DNK
2020,U48,07-14,2098420,0,0,0,0,Denmark,DNK
2020,U48,15-44,8698524,0,0,0,0,Denmark,DNK
2020,U48,45-64,6195240,0,0,0,0,Denmark,DNK
2020,U48,65-74,2569492,0,0,0,0,Denmark,DNK
2020,U48,75-84,1634772,0,0,0,0,Denmark,DNK
2020,U48,85+,512796,0,0,0,0,Denmark,DNK
2020,U48,Alle,23427444,0,0,0,0,Denmark,DNK
2020,U49,00-01,493036,0,0,0,0,Denmark,DNK
2020,U49,02-06,1225164,0,0,0,0,Denmark,DNK
2020,U49,07-14,2098420,0,0,0,0,Denmark,DNK
2020,U49,15-44,8698524,2,0,18,0,Denmark,DNK
2020,U49,45-64,6195240,0,0,0,0,Denmark,DNK
2020,U49,65-74,2569492,0,0,0,0,Denmark,DNK
2020,U49,75-84,1634772,0,0,0,0,Denmark,DNK
2020,U49,85+,512796,0,0,0,0,Denmark,DNK
2020,U49,Alle,23427444,2,0,7,0,Denmark,DNK
2020,U50,00-01,489332,0,0,0,0,Denmark,DNK
2020,U50,02-06,1220808,0,0,0,0,Denmark,DNK
2020,U50,07-14,2082148,0,0,0,0,Denmark,DNK
2020,U50,15-44,8653092,0,0,0,0,Denmark,DNK
2020,U50,45-64,6162168,2,2,28,28,Denmark,DNK
2020,U50,65-74,2552824,0,0,0,0,Denmark,DNK
2020,U50,75-84,1635796,0,0,0,0,Denmark,DNK
2020,U50,85+,511436,2,2,359,359,Denmark,DNK
2020,U50,Alle,23307604,4,4,14,14,Denmark,DNK
2020,U51,00-01,489332,0,0,0,0,Denmark,DNK
2020,U51,02-06,1220808,0,0,0,0,Denmark,DNK
2020,U51,07-14,2082148,0,0,0,0,Denmark,DNK
2020,U51,15-44,8653092,0,0,0,0,Denmark,DNK
2020,U51,45-64,6162168,0,0,0,0,Denmark,DNK
2020,U51,65-74,2552824,2,0,74,0,Denmark,DNK
2020,U51,75-84,1635796,2,2,112,112,Denmark,DNK
2020,U51,85+,511436,0,0,0,0,Denmark,DNK
2020,U51,Alle,23307604,4,2,14,7,Denmark,DNK
2020,U52,00-01,489332,0,0,0,0,Denmark,DNK
2020,U52,02-06,1220808,0,0,0,0,Denmark,DNK
2020,U52,07-14,2082148,0,0,0,0,Denmark,DNK
2020,U52,15-44,8653092,6,0,45,0,Denmark,DNK
2020,U52,45-64,6162168,4,0,56,0,Denmark,DNK
2020,U52,65-74,2552824,0,0,0,0,Denmark,DNK
2020,U52,75-84,1635796,0,0,0,0,Denmark,DNK
2020,U52,85+,511436,4,4,718,718,Denmark,DNK
2020,U52,Alle,23307604,14,4,45,14,Denmark,DNK
2020,U53,00-01,489332,0,0,0,0,Denmark,DNK
2020,U53,02-06,1220808,0,0,0,0,Denmark,DNK
2020,U53,07-14,2082148,0,0,0,0,Denmark,DNK
2020,U53,15-44,8653092,4,0,36,0,Denmark,DNK
2020,U53,45-64,6162168,0,0,0,0,Denmark,DNK
2020,U53,65-74,2552824,0,0,0,0,Denmark,DNK
2020,U53,75-84,1635796,0,0,0,0,Denmark,DNK
2020,U53,85+,511436,0,0,0,0,Denmark,DNK
2020,U53,Alle,23307604,4,0,14,0,Denmark,DNK
2021,U01,00-01,490772,0,0,0,0,Denmark,DNK
2021,U01,02-06,1221704,0,0,0,0,Denmark,DNK
2021,U01,07-14,2079832,0,0,0,0,Denmark,DNK
2021,U01,15-44,8654612,4,2,36,18,Denmark,DNK
2021,U01,45-64,6164232,8,0,130,0,Denmark,DNK
2021,U01,65-74,2550184,4,2,170,85,Denmark,DNK
2021,U01,75-84,1642072,0,0,0,0,Denmark,DNK
2021,U01,85+,510948,0,0,0,0,Denmark,DNK
2021,U01,Alle,23314356,16,4,69,17,Denmark,DNK
2021,U02,00-01,490772,0,0,0,0,Denmark,DNK
2021,U02,02-06,1221704,0,0,0,0,Denmark,DNK
2021,U02,07-14,2079832,0,0,0,0,Denmark,DNK
2021,U02,15-44,8654612,0,0,0,0,Denmark,DNK
2021,U02,45-64,6164232,2,0,28,0,Denmark,DNK
2021,U02,65-74,2550184,0,0,0,0,Denmark,DNK
2021,U02,75-84,1642072,0,0,0,0,Denmark,DNK
2021,U02,85+,510948,0,0,0,0,Denmark,DNK
2021,U02,Alle,23314356,2,0,7,0,Denmark,DNK
2021,U03,00-01,490772,0,0,0,0,Denmark,DNK
2021,U03,02-06,1221704,0,0,0,0,Denmark,DNK
2021,U03,07-14,2079832,0,0,0,0,Denmark,DNK
2021,U03,15-44,8654612,0,0,0,0,Denmark,DNK
2021,U03,45-64,6164232,2,2,28,28,Denmark,DNK
2021,U03,65-74,2550184,2,2,110,110,Denmark,DNK
2021,U03,75-84,1642072,2,2,112,112,Denmark,DNK
2021,U03,85+,510948,0,0,0,0,Denmark,DNK
2021,U03,Alle,23314356,6,6,27,27,Denmark,DNK
2021,U04,00-01,490772,0,0,0,0,Denmark,DNK
2021,U04,02-06,1221704,0,0,0,0,Denmark,DNK
2021,U04,07-14,2079832,0,0,0,0,Denmark,DNK
2021,U04,15-44,8654612,0,0,0,0,Denmark,DNK
2021,U04,45-64,6164232,2,2,28,28,Denmark,DNK
2021,U04,65-74,2550184,0,0,0,0,Denmark,DNK
2021,U04,75-84,1642072,0,0,0,0,Denmark,DNK
2021,U04,85+,510948,0,0,0,0,Denmark,DNK
2021,U04,Alle,23314356,2,2,7,7,Denmark,DNK
2021,U05,00-01,490180,0,0,0,0,Denmark,DNK
2021,U05,02-06,1222084,0,0,0,0,Denmark,DNK
2021,U05,07-14,2077972,0,0,0,0,Denmark,DNK
2021,U05,15-44,8647432,0,0,0,0,Denmark,DNK
2021,U05,45-64,6165376,0,0,0,0,Denmark,DNK
2021,U05,65-74,2547408,0,0,0,0,Denmark,DNK
2021,U05,75-84,1649072,0,0,0,0,Denmark,DNK
2021,U05,85+,510000,0,0,0,0,Denmark,DNK
2021,U05,Alle,23309524,0,0,0,0,Denmark,DNK
2021,U06,00-01,490180,0,0,0,0,Denmark,DNK
2021,U06,02-06,1222084,0,0,0,0,Denmark,DNK
2021,U06,07-14,2077972,0,0,0,0,Denmark,DNK
2021,U06,15-44,8647432,2,0,29,0,Denmark,DNK
2021,U06,45-64,6165376,0,0,0,0,Denmark,DNK
2021,U06,65-74,2547408,0,0,0,0,Denmark,DNK
2021,U06,75-84,1649072,4,4,224,224,Denmark,DNK
2021,U06,85+,510000,0,0,0,0,Denmark,DNK
2021,U06,Alle,23309524,6,4,23,14,Denmark,DNK
2021,U07,00-01,490180,0,0,0,0,Denmark,DNK
2021,U07,02-06,1222084,0,0,0,0,Denmark,DNK
2021,U07,07-14,2077972,0,0,0,0,Denmark,DNK
2021,U07,15-44,8647432,0,0,0,0,Denmark,DNK
2021,U07,45-64,6165376,0,0,0,0,Denmark,DNK
2021,U07,65-74,2547408,0,0,0,0,Denmark,DNK
2021,U07,75-84,1649072,0,0,0,0,Denmark,DNK
2021,U07,85+,510000,0,0,0,0,Denmark,DNK
2021,U07,Alle,23309524,0,0,0,0,Denmark,DNK
2021,U08,00-01,490180,0,0,0,0,Denmark,DNK
2021,U08,02-06,1222084,0,0,0,0,Denmark,DNK
2021,U08,07-14,2077972,0,0,0,0,Denmark,DNK
2021,U08,15-44,8647432,0,0,0,0,Denmark,DNK
2021,U08,45-64,6165376,2,2,28,28,Denmark,DNK
2021,U08,65-74,2547408,0,0,0,0,Denmark,DNK
2021,U08,75-84,1649072,0,0,0,0,Denmark,DNK
2021,U08,85+,510000,0,0,0,0,Denmark,DNK
2021,U08,Alle,23309524,2,2,7,7,Denmark,DNK
2021,U09,00-01,490708,0,0,0,0,Denmark,DNK
2021,U09,02-06,1222576,0,0,0,0,Denmark,DNK
2021,U09,07-14,2075652,2,2,110,110,Denmark,DNK
2021,U09,15-44,8642684,0,0,0,0,Denmark,DNK
2021,U09,45-64,6166024,0,0,0,0,Denmark,DNK
2021,U09,65-74,2543772,0,0,0,0,Denmark,DNK
2021,U09,75-84,1656568,0,0,0,0,Denmark,DNK
2021,U09,85+,509492,0,0,0,0,Denmark,DNK
2021,U09,Alle,23307476,2,2,10,10,Denmark,DNK
2021,U10,00-01,490708,0,0,0,0,Denmark,DNK
2021,U10,02-06,1222576,0,0,0,0,Denmark,DNK
2021,U10,07-14,2075652,0,0,0,0,Denmark,DNK
2021,U10,15-44,8642684,0,0,0,0,Denmark,DNK
2021,U10,45-64,6166024,0,0,0,0,Denmark,DNK
2021,U10,65-74,2543772,0,0,0,0,Denmark,DNK
2021,U10,75-84,1656568,0,0,0,0,Denmark,DNK
2021,U10,85+,509492,0,0,0,0,Denmark,DNK
2021,U10,Alle,23307476,0,0,0,0,Denmark,DNK
2021,U11,00-01,490708,0,0,0,0,Denmark,DNK
2021,U11,02-06,1222576,0,0,0,0,Denmark,DNK
2021,U11,07-14,2075652,0,0,0,0,Denmark,DNK
2021,U11,15-44,8642684,2,0,42,0,Denmark,DNK
