week,floor,ceiling,extract_date,weekly_cases,total_cases,Weekly_0_14,Weekly_15_24,Weekly_25_44,Weekly_45_64,Weekly_65_,Total_0_14,Total_15_24,Total_25_44,Total_45_64,Total_65_,F3_Week_Rolling_Rate_100k_0_14,F3_Week_Rolling_Rate_100k_15_24,F3_Week_Rolling_Rate_100k_25_44,F3_Week_Rolling_Rate_100k_45_64,F3_Week_Rolling_Rate_100k_65_,F3_Week_Rolling_Rate_100k_Total,disease,ObjectId
2019 W48,2019/11/24 00:00:00+00,2019/11/30 00:00:00+00,2025/01/12 00:00:00+00,235,20410,98,23,34,26,54,5897,1168,3392,3682,6261,8.43,3.41,2.11,2.32,7.3,4.35,Influenza,144
2019 W12,2019/03/17 00:00:00+00,2019/03/23 00:00:00+00,2025/01/12 00:00:00+00,10,6680,8,0,1,1,0,5032,48,217,397,984,1.15,0,0.14,0.15,0.13,0.32,RSV,145
2020 W31,2020/07/26 00:00:00+00,2020/08/01 00:00:00+00,2025/01/12 00:00:00+00,0,31148,0,0,0,0,0,9798,2030,4969,4973,9360,0.03,0,0,0,0,0.01,Influenza,146
2019 W48,2019/11/24 00:00:00+00,2019/11/30 00:00:00+00,2025/01/12 00:00:00+00,289,7821,250,3,7,10,19,6032,57,246,429,1055,26.67,0.47,0.54,0.9,2.06,5.99,RSV,147
2019 W13,2019/03/24 00:00:00+00,2019/03/30 00:00:00+00,2025/01/12 00:00:00+00,212,19176,87,16,22,24,63,5529,1066,3203,3488,5880,6.29,1.86,2.09,1.73,5.93,3.37,Influenza,148
2020 W31,2020/07/26 00:00:00+00,2020/08/01 00:00:00+00,2025/01/12 00:00:00+00,0,11217,0,0,0,0,0,8454,119,379,679,1581,0.03,0,0,0,0,0.01,RSV,149
2019 W49,2019/12/01 00:00:00+00,2019/12/07 00:00:00+00,2025/01/12 00:00:00+00,370,20780,141,36,46,50,97,6038,1204,3438,3732,6358,17.35,6.82,3.94,4.28,14.94,8.69,Influenza,150
2019 W13,2019/03/24 00:00:00+00,2019/03/30 00:00:00+00,2025/01/12 00:00:00+00,18,6698,14,0,1,3,0,5046,48,218,400,984,1.02,0.05,0.05,0.15,0.13,0.28,RSV,151
2020 W32,2020/08/02 00:00:00+00,2020/08/08 00:00:00+00,2025/01/12 00:00:00+00,540,26687,47,82,268,123,20,622,2110,9317,8082,6541,5.14,13.18,13.54,7.81,3.35,8.87,COVID-19,152
2019 W49,2019/12/01 00:00:00+00,2019/12/07 00:00:00+00,2025/01/12 00:00:00+00,474,8295,416,5,12,19,22,6448,62,258,448,1077,34.11,0.62,0.73,1.47,3.65,7.9,RSV,153
2019 W14,2019/03/31 00:00:00+00,2019/04/06 00:00:00+00,2025/01/12 00:00:00+00,117,19293,36,8,20,17,36,5565,1074,3223,3505,5916,5.86,1.81,1.36,1.93,6.96,3.29,Influenza,154
2020 W32,2020/08/02 00:00:00+00,2020/08/08 00:00:00+00,2025/01/12 00:00:00+00,0,31148,0,0,0,0,0,9798,2030,4969,4973,9360,0.03,0,0,0,0,0.01,Influenza,155
2019 W50,2019/12/08 00:00:00+00,2019/12/14 00:00:00+00,2025/01/12 00:00:00+00,737,21517,288,73,88,90,197,6326,1277,3526,3822,6555,28.32,10.24,5.84,6.37,23.92,13.67,Influenza,156
2019 W14,2019/03/31 00:00:00+00,2019/04/06 00:00:00+00,2025/01/12 00:00:00+00,15,6713,9,1,0,2,3,5055,49,218,402,987,0.86,0.05,0.05,0.13,0.17,0.25,RSV,157
2020 W32,2020/08/02 00:00:00+00,2020/08/08 00:00:00+00,2025/01/12 00:00:00+00,0,11217,0,0,0,0,0,8454,119,379,679,1581,0,0,0,0,0,0,RSV,158
2019 W50,2019/12/08 00:00:00+00,2019/12/14 00:00:00+00,2025/01/12 00:00:00+00,458,8753,370,4,12,28,44,6818,66,270,476,1121,35.6,0.88,0.82,1.78,4.94,8.53,RSV,159
2019 W51,2019/12/15 00:00:00+00,2019/12/21 00:00:00+00,2025/01/12 00:00:00+00,1005,22522,431,89,115,107,263,6757,1366,3641,3929,6818,33.42,11.48,7.57,7.71,32.12,16.89,Influenza,160
2019 W51,2019/12/15 00:00:00+00,2019/12/21 00:00:00+00,2025/01/12 00:00:00+00,385,9138,295,8,11,22,49,7113,74,281,498,1170,24.43,0.62,0.84,1.65,5.37,6.34,RSV,161
2019 W52,2019/12/22 00:00:00+00,2019/12/28 00:00:00+00,2025/01/12 00:00:00+00,867,23389,296,60,120,102,288,7053,1426,3761,4031,7106,38,12.2,10.03,10.57,44.7,21.17,Influenza,162
2019 W52,2019/12/22 00:00:00+00,2019/12/28 00:00:00+00,2025/01/12 00:00:00+00,136,9274,77,0,13,14,32,7190,74,294,512,1202,20.02,0.67,0.8,1.73,6.48,5.65,RSV,163
2020 W01,2019/12/29 00:00:00+00,2020/01/04 00:00:00+00,2025/01/12 00:00:00+00,1398,24787,427,87,193,201,490,7480,1513,3954,4232,7596,40.11,13.54,13.03,13.51,63.85,26.21,Influenza,164
2020 W01,2019/12/29 00:00:00+00,2020/01/04 00:00:00+00,2025/01/12 00:00:00+00,352,9626,236,5,10,31,70,7426,79,304,543,1272,26.64,0.93,1.05,2.27,8.89,7.55,RSV,165
2020 W02,2020/01/05 00:00:00+00,2020/01/11 00:00:00+00,2025/01/12 00:00:00+00,1783,26570,495,115,243,221,709,7975,1628,4197,4453,8305,42.08,13.75,13.22,14.82,67.54,27.55,Influenza,166
2020 W02,2020/01/05 00:00:00+00,2020/01/11 00:00:00+00,2025/01/12 00:00:00+00,679,10305,496,13,22,43,105,7922,92,326,586,1377,28.22,1.24,0.84,2.37,9.92,8.03,RSV,167
2020 W03,2020/01/12 00:00:00+00,2020/01/18 00:00:00+00,2025/01/12 00:00:00+00,1075,27645,356,64,128,153,374,8331,1692,4325,4606,8679,31.45,10.08,9.63,10.59,49.89,20.29,Influenza,168
2020 W03,2020/01/12 00:00:00+00,2020/01/18 00:00:00+00,2025/01/12 00:00:00+00,210,10515,125,6,4,18,56,8047,98,330,604,1433,23.41,1.24,0.89,1.83,8.33,6.73,RSV,169
2020 W04,2020/01/19 00:00:00+00,2020/01/25 00:00:00+00,2025/01/12 00:00:00+00,276,27921,104,16,40,37,79,8435,1708,4365,4643,8758,18.57,5.69,5.25,6.03,22.16,10.68,Influenza,170
2020 W04,2020/01/19 00:00:00+00,2020/01/25 00:00:00+00,2025/01/12 00:00:00+00,150,10665,90,5,12,10,33,8137,103,342,614,1466,9.09,0.62,0.56,1.13,4.81,3.04,RSV,171
2020 W05,2020/01/26 00:00:00+00,2020/02/01 00:00:00+00,2025/01/12 00:00:00+00,299,28220,104,30,56,44,63,8539,1738,4421,4687,8821,10.41,4.34,3.63,2.68,8.63,5.59,Influenza,172
2020 W05,2020/01/26 00:00:00+00,2020/02/01 00:00:00+00,2025/01/12 00:00:00+00,110,10775,61,1,8,16,23,8198,104,350,630,1489,6.75,0.47,0.59,0.95,3.61,2.34,RSV,173
2020 W06,2020/02/02 00:00:00+00,2020/02/08 00:00:00+00,2025/01/12 00:00:00+00,288,28508,108,38,59,23,59,8647,1776,4480,4710,8880,13.07,5.01,4.52,2.84,8.85,6.51,Influenza,174
2020 W06,2020/02/02 00:00:00+00,2020/02/08 00:00:00+00,2025/01/12 00:00:00+00,101,10876,54,3,5,11,28,8252,107,355,641,1517,4.74,0.26,0.45,0.85,2.62,1.7,RSV,175
2020 W07,2020/02/09 00:00:00+00,2020/02/15 00:00:00+00,2025/01/12 00:00:00+00,419,28927,185,29,78,43,84,8832,1805,4558,4753,8964,13.86,5.22,4.31,2.35,8.72,6.48,Influenza,176
2020 W07,2020/02/09 00:00:00+00,2020/02/15 00:00:00+00,2025/01/12 00:00:00+00,52,10928,29,1,6,6,10,8281,108,361,647,1527,4.51,0.26,0.37,0.64,1.93,1.48,RSV,177
2020 W08,2020/02/16 00:00:00+00,2020/02/22 00:00:00+00,2025/01/12 00:00:00+00,294,29221,128,34,47,25,60,8960,1839,4605,4778,9024,14.26,5.17,4.55,2.55,8.16,6.58,Influenza,178
2020 W08,2020/02/16 00:00:00+00,2020/02/22 00:00:00+00,2025/01/12 00:00:00+00,75,11003,54,1,5,8,7,8335,109,366,655,1534,3.36,0.21,0.33,0.39,0.99,1.03,RSV,179
2018 W13,2018/03/25 00:00:00+00,2018/03/31 00:00:00+00,2025/01/12 00:00:00+00,285,11000,92,13,51,40,89,2416,591,1782,2039,4164,6.92,2.27,3.47,4.43,12.88,5.66,Influenza,180
2020 W42,2020/10/11 00:00:00+00,2020/10/17 00:00:00+00,2025/01/12 00:00:00+00,1,11219,1,0,0,0,0,8455,119,379,679,1581,0.03,0,0,0,0,0.01,RSV,181
2019 W15,2019/04/07 00:00:00+00,2019/04/13 00:00:00+00,2025/01/12 00:00:00+00,179,19472,55,11,16,34,63,5620,1085,3239,3539,5979,3.85,1.24,1.38,1.55,5.84,2.56,Influenza,182
2020 W43,2020/10/18 00:00:00+00,2020/10/24 00:00:00+00,2025/01/12 00:00:00+00,7069,56920,1005,1691,1998,1704,669,4098,9743,18794,15076,9186,85.02,243.55,133.18,118.01,75.23,125.01,COVID-19,183
2018 W13,2018/03/25 00:00:00+00,2018/03/31 00:00:00+00,2025/01/12 00:00:00+00,24,3009,18,0,0,0,6,2248,19,85,179,476,1.19,0,0.02,0.08,0.69,0.36,RSV,184
2019 W15,2019/04/07 00:00:00+00,2019/04/13 00:00:00+00,2025/01/12 00:00:00+00,5,6718,3,0,1,0,1,5058,49,219,402,988,0.69,0.05,0.02,0.08,0.3,0.21,RSV,185
2020 W43,2020/10/18 00:00:00+00,2020/10/24 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,186
2019 W16,2019/04/14 00:00:00+00,2019/04/20 00:00:00+00,2025/01/12 00:00:00+00,100,19572,26,5,23,9,37,5646,1090,3262,3548,6016,3.49,0.93,1.2,1.57,5.58,2.37,Influenza,187
2018 W14,2018/04/01 00:00:00+00,2018/04/07 00:00:00+00,2025/01/12 00:00:00+00,276,11276,49,14,37,58,117,2465,605,1819,2097,4281,5.8,1.91,2.81,3.79,12.54,5,Influenza,188
2019 W16,2019/04/14 00:00:00+00,2019/04/20 00:00:00+00,2025/01/12 00:00:00+00,13,6731,9,0,0,1,3,5067,49,219,403,991,0.56,0,0.02,0.03,0.26,0.16,RSV,189
2020 W43,2020/10/18 00:00:00+00,2020/10/24 00:00:00+00,2025/01/12 00:00:00+00,0,11219,0,0,0,0,0,8455,119,379,679,1581,0.03,0,0,0,0,0.01,RSV,190
2018 W14,2018/04/01 00:00:00+00,2018/04/07 00:00:00+00,2025/01/12 00:00:00+00,12,3021,10,0,0,0,2,2258,19,85,179,478,1.35,0.05,0,0,0.82,0.39,RSV,191
2019 W17,2019/04/21 00:00:00+00,2019/04/27 00:00:00+00,2025/01/12 00:00:00+00,87,19659,25,2,12,18,30,5671,1092,3274,3566,6046,2.21,0.57,1.03,1.01,3.82,1.62,Influenza,192
2020 W44,2020/10/25 00:00:00+00,2020/10/31 00:00:00+00,2025/01/12 00:00:00+00,4836,61756,772,982,1376,1195,511,4870,10725,20170,16271,9697,74.95,167.29,105.78,95.21,68.83,99.22,COVID-19,193
2018 W15,2018/04/08 00:00:00+00,2018/04/14 00:00:00+00,2025/01/12 00:00:00+00,212,11488,35,10,32,49,86,2500,615,1851,2146,4367,3.62,1.4,2.13,3.53,11.98,4.18,Influenza,194
2019 W17,2019/04/21 00:00:00+00,2019/04/27 00:00:00+00,2025/01/12 00:00:00+00,7,6738,5,0,0,0,2,5072,49,219,403,993,0.82,0,0,0.03,0.26,0.21,RSV,195
2020 W44,2020/10/25 00:00:00+00,2020/10/31 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,196
2018 W15,2018/04/08 00:00:00+00,2018/04/14 00:00:00+00,2025/01/12 00:00:00+00,25,3046,13,1,0,0,11,2271,20,85,179,489,1.09,0.1,0,0.03,0.69,0.34,RSV,197
2019 W18,2019/04/28 00:00:00+00,2019/05/04 00:00:00+00,2025/01/12 00:00:00+00,63,19722,16,4,9,12,22,5687,1096,3283,3578,6068,1.55,0.47,0.66,0.93,2.79,1.2,Influenza,198
2020 W33,2020/08/09 00:00:00+00,2020/08/15 00:00:00+00,2025/01/12 00:00:00+00,546,27233,65,119,197,125,40,687,2229,9514,8207,6581,6.45,18.97,17.34,10.33,3.99,11.63,COVID-19,199
2018 W16,2018/04/15 00:00:00+00,2018/04/21 00:00:00+00,2025/01/12 00:00:00+00,157,11645,26,3,22,30,76,2526,618,1873,2176,4443,2.21,0.83,1.64,2.32,7.6,2.72,Influenza,200
2020 W44,2020/10/25 00:00:00+00,2020/10/31 00:00:00+00,2025/01/12 00:00:00+00,0,11219,0,0,0,0,0,8455,119,379,679,1581,0,0,0,0,0,0,RSV,201
2018 W16,2018/04/15 00:00:00+00,2018/04/21 00:00:00+00,2025/01/12 00:00:00+00,15,3061,10,1,0,1,3,2281,21,85,180,492,0.82,0.1,0,0.03,0.64,0.28,RSV,202
2020 W33,2020/08/09 00:00:00+00,2020/08/15 00:00:00+00,2025/01/12 00:00:00+00,1,31149,1,0,0,0,0,9799,2030,4969,4973,9360,0.03,0,0,0,0,0.01,Influenza,203
2019 W18,2019/04/28 00:00:00+00,2019/05/04 00:00:00+00,2025/01/12 00:00:00+00,12,6750,11,0,0,0,1,5083,49,219,403,994,0.72,0,0,0,0.13,0.16,RSV,204
2020 W45,2020/11/01 00:00:00+00,2020/11/07 00:00:00+00,2025/01/12 00:00:00+00,3422,65178,499,563,1140,795,423,5369,11288,21310,17066,10120,53.87,104.02,77.59,66.88,55.13,70.18,COVID-19,205
2018 W17,2018/04/22 00:00:00+00,2018/04/28 00:00:00+00,2025/01/12 00:00:00+00,51,11696,6,3,16,11,15,2532,621,1889,2187,4458,1.51,0.47,1.01,1.42,4.77,1.71,Influenza,206
2020 W33,2020/08/09 00:00:00+00,2020/08/15 00:00:00+00,2025/01/12 00:00:00+00,0,11217,0,0,0,0,0,8454,119,379,679,1581,0,0,0,0,0,0,RSV,207
2019 W19,2019/05/05 00:00:00+00,2019/05/11 00:00:00+00,2025/01/12 00:00:00+00,35,19757,6,3,7,6,13,5693,1099,3290,3584,6081,1.02,0.52,0.47,0.7,2.45,0.94,Influenza,208
2020 W45,2020/11/01 00:00:00+00,2020/11/07 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,209
2018 W17,2018/04/22 00:00:00+00,2018/04/28 00:00:00+00,2025/01/12 00:00:00+00,3,3064,2,0,0,0,1,2283,21,85,180,493,0.66,0.1,0,0.03,0.17,0.17,RSV,210
2020 W34,2020/08/16 00:00:00+00,2020/08/22 00:00:00+00,2025/01/12 00:00:00+00,711,27944,84,166,275,153,33,771,2395,9789,8360,6614,7.67,24.82,17.67,11.68,5.62,13.29,COVID-19,211
2019 W19,2019/05/05 00:00:00+00,2019/05/11 00:00:00+00,2025/01/12 00:00:00+00,6,6756,6,0,0,0,0,5089,49,219,403,994,0.72,0,0,0,0.09,0.16,RSV,212
2020 W45,2020/11/01 00:00:00+00,2020/11/07 00:00:00+00,2025/01/12 00:00:00+00,0,11219,0,0,0,0,0,8455,119,379,679,1581,0,0,0,0,0,0,RSV,213
2018 W18,2018/04/29 00:00:00+00,2018/05/05 00:00:00+00,2025/01/12 00:00:00+00,56,11752,14,3,5,14,20,2546,624,1894,2201,4478,0.95,0.47,0.7,0.67,1.63,0.85,Influenza,214
2020 W34,2020/08/16 00:00:00+00,2020/08/22 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0.03,0,0,0,0,0.01,Influenza,215
2019 W20,2019/05/12 00:00:00+00,2019/05/18 00:00:00+00,2025/01/12 00:00:00+00,47,19804,9,3,4,9,22,5702,1102,3294,3593,6103,0.82,0.62,0.7,0.52,2.19,0.89,Influenza,216
2020 W46,2020/11/08 00:00:00+00,2020/11/14 00:00:00+00,2025/01/12 00:00:00+00,2583,67761,365,467,795,605,350,5734,11755,22105,17671,10470,41.49,80.6,64.37,50.57,45.17,55.57,COVID-19,217
2018 W18,2018/04/29 00:00:00+00,2018/05/05 00:00:00+00,2025/01/12 00:00:00+00,9,3073,8,1,0,0,0,2291,22,85,180,493,0.56,0.05,0.02,0,0.04,0.13,RSV,218
2020 W34,2020/08/16 00:00:00+00,2020/08/22 00:00:00+00,2025/01/12 00:00:00+00,0,11217,0,0,0,0,0,8454,119,379,679,1581,0,0,0,0,0,0,RSV,219
2019 W20,2019/05/12 00:00:00+00,2019/05/18 00:00:00+00,2025/01/12 00:00:00+00,6,6762,5,0,0,0,1,5094,49,219,403,995,0.53,0,0.02,0,0.04,0.12,RSV,220
2020 W46,2020/11/08 00:00:00+00,2020/11/14 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,221
2018 W19,2018/05/06 00:00:00+00,2018/05/12 00:00:00+00,2025/01/12 00:00:00+00,25,11777,9,3,9,1,3,2555,627,1903,2202,4481,1.32,0.41,0.35,0.62,1.55,0.8,Influenza,222
2020 W35,2020/08/23 00:00:00+00,2020/08/29 00:00:00+00,2025/01/12 00:00:00+00,796,28740,84,195,282,175,58,855,2590,10071,8535,6672,9.22,29.21,20.32,13.3,8.07,15.66,COVID-19,223
2019 W21,2019/05/19 00:00:00+00,2019/05/25 00:00:00+00,2025/01/12 00:00:00+00,56,19860,10,6,19,5,16,5712,1108,3313,3598,6119,0.69,0.57,0.59,0.44,2.45,0.85,Influenza,224
2020 W46,2020/11/08 00:00:00+00,2020/11/14 00:00:00+00,2025/01/12 00:00:00+00,0,11219,0,0,0,0,0,8455,119,379,679,1581,0,0,0,0,0,0,RSV,225
2018 W19,2018/05/06 00:00:00+00,2018/05/12 00:00:00+00,2025/01/12 00:00:00+00,8,3081,7,0,1,0,0,2298,22,86,180,493,0.72,0.05,0.02,0,0.04,0.16,RSV,226
2020 W35,2020/08/23 00:00:00+00,2020/08/29 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,227
2019 W21,2019/05/19 00:00:00+00,2019/05/25 00:00:00+00,2025/01/12 00:00:00+00,6,6768,5,0,1,0,0,5099,49,220,403,995,0.43,0,0.02,0,0.09,0.1,RSV,228
2020 W47,2020/11/15 00:00:00+00,2020/11/21 00:00:00+00,2025/01/12 00:00:00+00,2579,70340,396,529,812,562,279,6130,12284,22917,18233,10749,34.61,69.07,50.17,40.46,36.8,45.04,COVID-19,229
2018 W20,2018/05/13 00:00:00+00,2018/05/19 00:00:00+00,2025/01/12 00:00:00+00,42,11819,17,2,1,9,13,2572,629,1904,2211,4494,1.02,0.31,0.26,0.26,0.77,0.49,Influenza,230
2020 W35,2020/08/23 00:00:00+00,2020/08/29 00:00:00+00,2025/01/12 00:00:00+00,0,11217,0,0,0,0,0,8454,119,379,679,1581,0,0,0,0,0,0,RSV,231
2019 W22,2019/05/26 00:00:00+00,2019/06/01 00:00:00+00,2025/01/12 00:00:00+00,28,19888,2,2,2,3,19,5714,1110,3315,3601,6138,0.49,0.47,0.56,0.26,1.76,0.64,Influenza,232
2020 W47,2020/11/15 00:00:00+00,2020/11/21 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,233
2018 W20,2018/05/13 00:00:00+00,2018/05/19 00:00:00+00,2025/01/12 00:00:00+00,8,3089,7,0,0,0,1,2305,22,86,180,494,0.63,0,0.02,0,0.04,0.14,RSV,234
2020 W36,2020/08/30 00:00:00+00,2020/09/05 00:00:00+00,2025/01/12 00:00:00+00,912,29652,112,204,310,188,97,967,2794,10381,8723,6769,12.78,33.66,24.51,16.57,12.02,19.49,COVID-19,235
2020 W47,2020/11/15 00:00:00+00,2020/11/21 00:00:00+00,2025/01/12 00:00:00+00,0,11219,0,0,0,0,0,8455,119,379,679,1581,0,0,0,0,0,0,RSV,236
2019 W22,2019/05/26 00:00:00+00,2019/06/01 00:00:00+00,2025/01/12 00:00:00+00,4,6772,3,0,0,0,1,5102,49,220,403,996,0.26,0,0.02,0,0.09,0.07,RSV,237
2018 W21,2018/05/20 00:00:00+00,2018/05/26 00:00:00+00,2025/01/12 00:00:00+00,9,11828,5,1,1,0,2,2577,630,1905,2211,4496,0.86,0.16,0.07,0.28,0.77,0.39,Influenza,238
2020 W36,2020/08/30 00:00:00+00,2020/09/05 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,239
2020 W48,2020/11/22 00:00:00+00,2020/11/28 00:00:00+00,2025/01/12 00:00:00+00,1796,72136,290,340,534,403,228,6420,12624,23451,18636,10977,34.28,60.95,46.14,36.68,33.79,41.44,COVID-19,240
2019 W23,2019/06/02 00:00:00+00,2019/06/08 00:00:00+00,2025/01/12 00:00:00+00,15,19903,3,1,3,2,6,5717,1111,3318,3603,6144,0.23,0.16,0.16,0.15,1.12,0.32,Influenza,241
2018 W21,2018/05/20 00:00:00+00,2018/05/26 00:00:00+00,2025/01/12 00:00:00+00,5,3094,5,0,0,0,0,2310,22,86,180,494,0.56,0,0,0.03,0.04,0.12,RSV,242
2020 W36,2020/08/30 00:00:00+00,2020/09/05 00:00:00+00,2025/01/12 00:00:00+00,0,11217,0,0,0,0,0,8454,119,379,679,1581,0,0,0,0,0,0.01,RSV,243
2020 W48,2020/11/22 00:00:00+00,2020/11/28 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,244
2019 W23,2019/06/02 00:00:00+00,2019/06/08 00:00:00+00,2025/01/12 00:00:00+00,1,6773,0,0,0,0,1,5102,49,220,403,997,0.16,0,0,0,0.09,0.05,RSV,245
2018 W22,2018/05/27 00:00:00+00,2018/06/02 00:00:00+00,2025/01/12 00:00:00+00,10,11838,4,0,1,2,3,2581,630,1906,2213,4499,0.3,0.05,0.05,0.05,0.3,0.14,Influenza,246
2020 W37,2020/09/06 00:00:00+00,2020/09/12 00:00:00+00,2025/01/12 00:00:00+00,1303,30955,192,252,454,280,125,1159,3046,10835,9003,6894,17.52,47.2,31.73,24.3,17.95,26.94,COVID-19,247
2020 W48,2020/11/22 00:00:00+00,2020/11/28 00:00:00+00,2025/01/12 00:00:00+00,0,11219,0,0,0,0,0,8455,119,379,679,1581,0,0,0,0,0,0,RSV,248
2019 W24,2019/06/09 00:00:00+00,2019/06/15 00:00:00+00,2025/01/12 00:00:00+00,6,19909,2,0,2,1,1,5719,1111,3320,3604,6145,0.3,0.05,0.12,0.13,0.47,0.2,Influenza,249
2018 W22,2018/05/27 00:00:00+00,2018/06/02 00:00:00+00,2025/01/12 00:00:00+00,6,3100,5,0,0,1,0,2315,22,86,181,494,0.4,0,0,0.03,0.09,0.1,RSV,250
2020 W37,2020/09/06 00:00:00+00,2020/09/12 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,251
2020 W49,2020/11/29 00:00:00+00,2020/12/05 00:00:00+00,2025/01/12 00:00:00+00,2026,74162,355,310,623,458,280,6775,12934,24074,19094,11257,31.91,48.75,42.16,35,30.61,37.44,COVID-19,252
2019 W24,2019/06/09 00:00:00+00,2019/06/15 00:00:00+00,2025/01/12 00:00:00+00,2,6775,2,0,0,0,0,5104,49,220,403,997,0.2,0,0,0,0.09,0.05,RSV,253
2018 W23,2018/06/03 00:00:00+00,2018/06/09 00:00:00+00,2025/01/12 00:00:00+00,2,11840,0,0,0,0,2,2581,630,1906,2213,4501,0.13,0,0.05,0.05,0.3,0.1,Influenza,254
2020 W37,2020/09/06 00:00:00+00,2020/09/12 00:00:00+00,2025/01/12 00:00:00+00,1,11218,0,0,0,0,0,8454,119,379,679,1581,0,0,0,0,0,0.01,RSV,255
2020 W49,2020/11/29 00:00:00+00,2020/12/05 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,256
2019 W25,2019/06/16 00:00:00+00,2019/06/22 00:00:00+00,2025/01/12 00:00:00+00,10,19919,4,0,0,2,4,5723,1111,3320,3606,6149,0.3,0.1,0.09,0.08,0.34,0.17,Influenza,257
2018 W23,2018/06/03 00:00:00+00,2018/06/09 00:00:00+00,2025/01/12 00:00:00+00,4,3104,2,0,0,0,2,2317,22,86,181,496,0.33,0,0,0.03,0.09,0.08,RSV,258
2020 W38,2020/09/13 00:00:00+00,2020/09/19 00:00:00+00,2025/01/12 00:00:00+00,1946,32901,228,457,590,475,196,1387,3503,11425,9478,7090,20.75,63.8,40.54,30.98,21.94,34.36,COVID-19,259
2020 W49,2020/11/29 00:00:00+00,2020/12/05 00:00:00+00,2025/01/12 00:00:00+00,0,11219,0,0,0,0,0,8455,119,379,679,1581,0,0,0,0,0,0,RSV,260
2019 W25,2019/06/16 00:00:00+00,2019/06/22 00:00:00+00,2025/01/12 00:00:00+00,5,6780,4,0,0,0,1,5108,49,220,403,998,0.26,0,0,0.03,0.04,0.06,RSV,261
2018 W24,2018/06/10 00:00:00+00,2018/06/16 00:00:00+00,2025/01/12 00:00:00+00,3,11843,0,0,1,0,2,2581,630,1907,2213,4503,0,0,0.02,0,0.17,0.03,Influenza,262
2020 W38,2020/09/13 00:00:00+00,2020/09/19 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,263
2020 W50,2020/12/06 00:00:00+00,2020/12/12 00:00:00+00,2025/01/12 00:00:00+00,1961,76123,324,293,642,497,205,7099,13227,24716,19591,11462,37.67,59.4,56.5,46.6,36.02,47.59,COVID-19,264
2019 W26,2019/06/23 00:00:00+00,2019/06/29 00:00:00+00,2025/01/12 00:00:00+00,10,19929,3,2,2,0,3,5726,1113,3322,3606,6152,0.43,0.1,0.07,0.05,0.3,0.17,Influenza,265
2018 W24,2018/06/10 00:00:00+00,2018/06/16 00:00:00+00,2025/01/12 00:00:00+00,3,3107,3,0,0,0,0,2320,22,86,181,496,0.3,0,0,0,0.09,0.07,RSV,266
2020 W38,2020/09/13 00:00:00+00,2020/09/19 00:00:00+00,2025/01/12 00:00:00+00,0,11218,0,0,0,0,0,8454,119,379,679,1581,0,0,0,0,0,0.01,RSV,267
2020 W50,2020/12/06 00:00:00+00,2020/12/12 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,268
2019 W26,2019/06/23 00:00:00+00,2019/06/29 00:00:00+00,2025/01/12 00:00:00+00,3,6783,2,0,0,1,0,5110,49,220,404,998,0.23,0,0,0.03,0.04,0.06,RSV,269
2018 W25,2018/06/17 00:00:00+00,2018/06/23 00:00:00+00,2025/01/12 00:00:00+00,0,11843,0,0,0,0,0,2581,630,1907,2213,4503,0,0,0.02,0.03,0.09,0.03,Influenza,270
2020 W39,2020/09/20 00:00:00+00,2020/09/26 00:00:00+00,2025/01/12 00:00:00+00,2058,34959,210,525,686,447,190,1597,4028,12111,9925,7280,23.12,89.7,53.83,42.91,27.27,45.54,COVID-19,271
2020 W50,2020/12/06 00:00:00+00,2020/12/12 00:00:00+00,2025/01/12 00:00:00+00,0,11219,0,0,0,0,0,8455,119,379,679,1581,0,0,0,0,0,0,RSV,272
