week,floor,ceiling,extract_date,weekly_cases,total_cases,Weekly_0_14,Weekly_15_24,Weekly_25_44,Weekly_45_64,Weekly_65_,Total_0_14,Total_15_24,Total_25_44,Total_45_64,Total_65_,F3_Week_Rolling_Rate_100k_0_14,F3_Week_Rolling_Rate_100k_15_24,F3_Week_Rolling_Rate_100k_25_44,F3_Week_Rolling_Rate_100k_45_64,F3_Week_Rolling_Rate_100k_65_,F3_Week_Rolling_Rate_100k_Total,disease,ObjectId
2021 W41,2021/10/10 00:00:00+00,2021/10/16 00:00:00+00,2025/01/12 00:00:00+00,222,11905,210,1,5,4,2,9111,123,385,688,1591,21.3,0.16,0.33,0.31,0.34,4.43,RSV,528
2021 W25,2021/06/20 00:00:00+00,2021/06/26 00:00:00+00,2025/01/12 00:00:00+00,2221,270627,469,596,771,319,66,31095,48713,91489,67621,31672,49.69,108.62,58.61,24.82,7.6,46.95,COVID-19,529
2022 W23,2022/06/05 00:00:00+00,2022/06/11 00:00:00+00,2025/01/12 00:00:00+00,17,33402,3,7,1,3,3,10041,2609,5527,5288,9919,0.23,0.57,0.21,0.1,0.6,0.29,Influenza,530
2023 W19,2023/05/07 00:00:00+00,2023/05/13 00:00:00+00,2025/01/12 00:00:00+00,6,24095,3,0,0,1,2,16768,412,1180,1684,4037,0.2,0,0.02,0.05,0.21,0.09,RSV,531
2023 W04,2023/01/22 00:00:00+00,2023/01/28 00:00:00+00,2025/01/12 00:00:00+00,379,47155,113,32,69,46,118,12971,3805,8265,7842,14251,11.95,6,5.72,5.36,17.95,8.74,Influenza,532
2021 W42,2021/10/17 00:00:00+00,2021/10/23 00:00:00+00,2025/01/12 00:00:00+00,14742,429673,3354,1680,4464,3444,1800,65654,86846,139036,94708,43377,303.57,255.13,307.62,259.41,219.11,274.82,COVID-19,533
2021 W25,2021/06/20 00:00:00+00,2021/06/26 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,534
2022 W23,2022/06/05 00:00:00+00,2022/06/11 00:00:00+00,2025/01/12 00:00:00+00,11,15998,9,0,2,0,0,12227,221,678,891,1969,0.72,0,0.05,0.08,0,0.17,RSV,535
2023 W20,2023/05/14 00:00:00+00,2023/05/20 00:00:00+00,2025/01/12 00:00:00+00,433,1711829,30,18,71,80,234,271975,262093,610586,404424,162620,2.9,1.96,4.85,6.49,36.07,9.22,COVID-19,536
2023 W04,2023/01/22 00:00:00+00,2023/01/28 00:00:00+00,2025/01/12 00:00:00+00,111,23688,43,3,4,11,50,16613,401,1156,1626,3878,3.98,0.31,0.59,1.16,6.05,2.19,RSV,537
2021 W42,2021/10/17 00:00:00+00,2021/10/23 00:00:00+00,2025/01/12 00:00:00+00,2,31152,1,0,1,0,0,9800,2030,4971,4973,9360,0.03,0,0.02,0,0,0.01,Influenza,538
2021 W25,2021/06/20 00:00:00+00,2021/06/26 00:00:00+00,2025/01/12 00:00:00+00,0,11227,0,0,0,0,0,8462,119,379,680,1581,0,0,0,0,0,0,RSV,539
2022 W24,2022/06/12 00:00:00+00,2022/06/18 00:00:00+00,2025/01/12 00:00:00+00,10422,1582314,500,834,4160,3563,1363,265377,252984,565664,364157,134015,52.55,120.87,276.78,257.52,169.86,192.24,COVID-19,540
2023 W20,2023/05/14 00:00:00+00,2023/05/20 00:00:00+00,2025/01/12 00:00:00+00,30,49773,11,4,7,5,3,13899,4227,9001,8063,14562,1.15,0.41,0.61,0.31,0.56,0.61,Influenza,541
2023 W05,2023/01/29 00:00:00+00,2023/02/04 00:00:00+00,2025/01/12 00:00:00+00,740,1701372,46,27,214,197,256,271508,261632,608092,401994,158017,4.45,5.07,14.22,15.41,36.63,14.84,COVID-19,542
2021 W42,2021/10/17 00:00:00+00,2021/10/23 00:00:00+00,2025/01/12 00:00:00+00,313,12218,291,1,8,7,5,9402,124,393,695,1596,28.22,0.16,0.68,0.59,0.77,6.03,RSV,543
2021 W26,2021/06/27 00:00:00+00,2021/07/03 00:00:00+00,2025/01/12 00:00:00+00,2962,273589,620,905,989,376,71,31715,49618,92478,67997,31743,55.88,142.07,68.73,27.58,9.49,56.13,COVID-19,544
2022 W24,2022/06/12 00:00:00+00,2022/06/18 00:00:00+00,2025/01/12 00:00:00+00,9,33411,1,2,1,0,5,10042,2611,5528,5288,9924,0.23,0.47,0.16,0.1,0.52,0.25,Influenza,545
2023 W20,2023/05/14 00:00:00+00,2023/05/20 00:00:00+00,2025/01/12 00:00:00+00,1,24096,0,0,1,0,0,16768,412,1181,1684,4037,0.1,0.05,0.02,0.03,0.13,0.06,RSV,546
2023 W05,2023/01/29 00:00:00+00,2023/02/04 00:00:00+00,2025/01/12 00:00:00+00,353,47508,122,38,74,42,77,13093,3843,8339,7884,14328,10.27,4.91,4.9,2.81,9.92,6.2,Influenza,547
2021 W43,2021/10/24 00:00:00+00,2021/10/30 00:00:00+00,2025/01/12 00:00:00+00,15725,445398,3334,1776,4991,3822,1800,68988,88622,144027,98530,45177,382.76,377.91,413.75,333.55,253.89,358.95,COVID-19,548
2021 W26,2021/06/27 00:00:00+00,2021/07/03 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,549
2022 W24,2022/06/12 00:00:00+00,2022/06/18 00:00:00+00,2025/01/12 00:00:00+00,3,16001,3,0,0,0,0,12230,221,678,891,1969,0.72,0,0.05,0,0,0.16,RSV,550
2023 W21,2023/05/21 00:00:00+00,2023/05/27 00:00:00+00,2025/01/12 00:00:00+00,520,1712349,30,11,63,82,334,272005,262104,610649,404506,162954,2.7,1.81,4.38,6.24,34.69,8.77,COVID-19,551
2023 W05,2023/01/29 00:00:00+00,2023/02/04 00:00:00+00,2025/01/12 00:00:00+00,85,23773,30,1,10,12,32,16643,402,1166,1638,3910,2.96,0.36,0.49,0.88,4.42,1.65,RSV,552
2021 W43,2021/10/24 00:00:00+00,2021/10/30 00:00:00+00,2025/01/12 00:00:00+00,0,31152,0,0,0,0,0,9800,2030,4971,4973,9360,0.03,0,0.02,0,0,0.01,Influenza,553
2021 W26,2021/06/27 00:00:00+00,2021/07/03 00:00:00+00,2025/01/12 00:00:00+00,0,11227,0,0,0,0,0,8462,119,379,680,1581,0.03,0,0,0,0,0.01,RSV,554
2023 W21,2023/05/21 00:00:00+00,2023/05/27 00:00:00+00,2025/01/12 00:00:00+00,30,49803,9,0,9,5,7,13908,4227,9010,8068,14569,0.86,0.31,0.49,0.34,0.47,0.5,Influenza,555
2023 W06,2023/02/05 00:00:00+00,2023/02/11 00:00:00+00,2025/01/12 00:00:00+00,707,1702079,29,41,197,170,269,271537,261673,608289,402164,158286,3.59,5.79,15.28,14.56,33.79,14.41,COVID-19,556
2022 W25,2022/06/19 00:00:00+00,2022/06/25 00:00:00+00,2025/01/12 00:00:00+00,12439,1594753,775,987,5008,4063,1605,266152,253971,570672,368220,135620,69.15,152.72,331.45,304.33,198.33,230.65,COVID-19,557
2021 W43,2021/10/24 00:00:00+00,2021/10/30 00:00:00+00,2025/01/12 00:00:00+00,397,12615,356,1,16,12,11,9758,125,409,707,1607,34.77,0.41,1.05,0.88,2.02,7.72,RSV,558
2021 W27,2021/07/04 00:00:00+00,2021/07/10 00:00:00+00,2025/01/12 00:00:00+00,3488,277077,608,1247,1173,375,84,32323,50865,93651,68372,31827,65.17,251.05,98.61,35.18,14.64,82.55,COVID-19,559
2023 W21,2023/05/21 00:00:00+00,2023/05/27 00:00:00+00,2025/01/12 00:00:00+00,2,24098,0,1,0,0,1,16768,413,1181,1684,4038,0.03,0.05,0.02,0,0.04,0.03,RSV,560
2023 W06,2023/02/05 00:00:00+00,2023/02/11 00:00:00+00,2025/01/12 00:00:00+00,225,47733,77,25,66,21,36,13170,3868,8405,7905,14364,8.79,5.48,4.97,2.29,6.23,5.3,Influenza,561
2021 W44,2021/10/31 00:00:00+00,2021/11/06 00:00:00+00,2025/01/12 00:00:00+00,24981,470379,4936,3854,8201,5676,2313,73924,92476,152228,104206,47490,471.21,503.18,518.32,409.84,278.67,443.8,COVID-19,562
2022 W25,2022/06/19 00:00:00+00,2022/06/25 00:00:00+00,2025/01/12 00:00:00+00,13,33424,3,0,5,1,4,10045,2611,5533,5289,9928,0.26,0.16,0.21,0.13,0.47,0.23,Influenza,563
2021 W27,2021/07/04 00:00:00+00,2021/07/10 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,564
2023 W22,2023/05/28 00:00:00+00,2023/06/03 00:00:00+00,2025/01/12 00:00:00+00,401,1712750,22,6,53,80,240,272027,262110,610702,404586,163194,2.44,1.6,4.01,5.75,31.9,8.04,COVID-19,565
2023 W06,2023/02/05 00:00:00+00,2023/02/11 00:00:00+00,2025/01/12 00:00:00+00,59,23832,17,3,7,11,21,16660,405,1173,1649,3931,2.24,0.31,0.42,0.72,3.18,1.26,RSV,566
2021 W44,2021/10/31 00:00:00+00,2021/11/06 00:00:00+00,2025/01/12 00:00:00+00,0,31152,0,0,0,0,0,9800,2030,4971,4973,9360,0,0,0,0.03,0,0.01,Influenza,567
2022 W25,2022/06/19 00:00:00+00,2022/06/25 00:00:00+00,2025/01/12 00:00:00+00,10,16011,10,0,0,0,0,12240,221,678,891,1969,0.63,0,0.02,0.03,0.13,0.16,RSV,568
2021 W27,2021/07/04 00:00:00+00,2021/07/10 00:00:00+00,2025/01/12 00:00:00+00,1,11228,1,0,0,0,0,8463,119,379,680,1581,0.03,0,0,0,0,0.01,RSV,569
2023 W22,2023/05/28 00:00:00+00,2023/06/03 00:00:00+00,2025/01/12 00:00:00+00,17,49820,6,2,5,3,1,13914,4229,9015,8071,14570,0.59,0.21,0.63,0.26,0.52,0.46,Influenza,570
2023 W07,2023/02/12 00:00:00+00,2023/02/18 00:00:00+00,2025/01/12 00:00:00+00,779,1702858,34,44,241,198,262,271571,261717,608530,402362,158548,2.96,6.31,14.88,14.18,31.69,13.83,COVID-19,571
2021 W44,2021/10/31 00:00:00+00,2021/11/06 00:00:00+00,2025/01/12 00:00:00+00,482,13097,409,6,21,15,31,10167,131,430,722,1638,38.66,0.93,1.69,1.21,3.26,8.99,RSV,572
2022 W26,2022/06/26 00:00:00+00,2022/07/02 00:00:00+00,2025/01/12 00:00:00+00,12768,1607521,825,1133,4976,4182,1651,266977,255104,575648,372402,137271,87.06,189.27,387.6,353.97,231.78,271.75,COVID-19,573
2021 W28,2021/07/11 00:00:00+00,2021/07/17 00:00:00+00,2025/01/12 00:00:00+00,6302,283379,751,2704,2046,614,186,33074,53569,95697,68986,32013,80.25,390.78,135.03,48.99,21.94,117.64,COVID-19,574
2023 W22,2023/05/28 00:00:00+00,2023/06/03 00:00:00+00,2025/01/12 00:00:00+00,1,24099,1,0,0,0,0,16769,413,1181,1684,4038,0.07,0.05,0,0,0.09,0.03,RSV,575
2023 W07,2023/02/12 00:00:00+00,2023/02/18 00:00:00+00,2025/01/12 00:00:00+00,241,47974,68,43,72,26,32,13238,3911,8477,7931,14396,6.12,5.01,4.41,1.7,4.55,4.16,Influenza,576
2021 W45,2021/11/07 00:00:00+00,2021/11/13 00:00:00+00,2025/01/12 00:00:00+00,27850,498229,6040,4103,8926,6404,2377,79964,96579,161154,110610,49867,606.48,611.9,633.64,487.5,306.1,539.5,COVID-19,577
2022 W26,2022/06/26 00:00:00+00,2022/07/02 00:00:00+00,2025/01/12 00:00:00+00,14,33438,4,1,3,4,2,10049,2612,5536,5293,9930,0.3,0.16,0.26,0.21,0.39,0.26,Influenza,578
2021 W28,2021/07/11 00:00:00+00,2021/07/17 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,579
2023 W23,2023/06/04 00:00:00+00,2023/06/10 00:00:00+00,2025/01/12 00:00:00+00,321,1713071,22,14,55,61,169,272049,262124,610757,404647,163363,1.81,1.55,3.52,5.1,24.39,6.48,COVID-19,580
2023 W07,2023/02/12 00:00:00+00,2023/02/18 00:00:00+00,2025/01/12 00:00:00+00,50,23882,21,2,1,5,21,16681,407,1174,1654,3952,1.78,0.31,0.21,0.77,2.92,1.08,RSV,581
2021 W45,2021/11/07 00:00:00+00,2021/11/13 00:00:00+00,2025/01/12 00:00:00+00,1,31153,0,0,0,1,0,9800,2030,4971,4974,9360,0,0,0.02,0.03,0,0.01,Influenza,582
2022 W26,2022/06/26 00:00:00+00,2022/07/02 00:00:00+00,2025/01/12 00:00:00+00,11,16022,6,0,1,1,3,12246,221,679,892,1972,0.95,0.05,0.05,0.05,0.21,0.25,RSV,583
2021 W28,2021/07/11 00:00:00+00,2021/07/17 00:00:00+00,2025/01/12 00:00:00+00,0,11228,0,0,0,0,0,8463,119,379,680,1581,0.1,0,0,0,0,0.02,RSV,584
2023 W23,2023/06/04 00:00:00+00,2023/06/10 00:00:00+00,2025/01/12 00:00:00+00,24,49844,3,2,13,2,4,13917,4231,9028,8073,14574,0.33,0.26,0.47,0.21,0.26,0.32,Influenza,585
2023 W08,2023/02/19 00:00:00+00,2023/02/25 00:00:00+00,2025/01/12 00:00:00+00,651,1703509,27,37,197,182,207,271598,261754,608727,402544,158755,3.13,5.84,13.87,13.61,27.74,12.79,COVID-19,586
2021 W45,2021/11/07 00:00:00+00,2021/11/13 00:00:00+00,2025/01/12 00:00:00+00,509,13606,409,11,35,20,34,10576,142,465,742,1672,39.51,1.5,2.11,1.42,4.51,9.58,RSV,587
2022 W27,2022/07/03 00:00:00+00,2022/07/09 00:00:00+00,2025/01/12 00:00:00+00,16772,1624293,1044,1541,6556,5489,2142,268021,256645,582204,377891,139413,80.97,192.63,371.48,348.61,241.83,266.69,COVID-19,588
2021 W29,2021/07/18 00:00:00+00,2021/07/24 00:00:00+00,2025/01/12 00:00:00+00,8383,291762,1078,3608,2543,912,241,34152,57177,98240,69898,32254,103.46,510.78,179.58,64.69,29.54,154.62,COVID-19,589
2023 W08,2023/02/19 00:00:00+00,2023/02/25 00:00:00+00,2025/01/12 00:00:00+00,177,48151,41,29,50,19,38,13279,3940,8527,7950,14434,4.87,5.07,3.75,1.47,3.65,3.55,Influenza,590
2023 W23,2023/06/04 00:00:00+00,2023/06/10 00:00:00+00,2025/01/12 00:00:00+00,2,24101,1,0,0,0,1,16770,413,1181,1684,4039,0.07,0,0,0,0.09,0.03,RSV,591
2021 W29,2021/07/18 00:00:00+00,2021/07/24 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0.02,0,0,0.01,Influenza,592
2021 W46,2021/11/14 00:00:00+00,2021/11/20 00:00:00+00,2025/01/12 00:00:00+00,30508,528737,7442,3879,9912,6835,2439,87406,100458,171066,117445,52306,719.49,626.01,684.61,515.38,302.37,584.08,COVID-19,593
2022 W27,2022/07/03 00:00:00+00,2022/07/09 00:00:00+00,2025/01/12 00:00:00+00,13,33451,2,2,3,3,3,10051,2614,5539,5296,9933,0.2,0.36,0.16,0.23,0.3,0.23,Influenza,594
2023 W08,2023/02/19 00:00:00+00,2023/02/25 00:00:00+00,2025/01/12 00:00:00+00,58,23940,16,1,1,14,26,16697,408,1175,1668,3978,1.51,0.16,0.07,0.54,2.36,0.83,RSV,595
2023 W24,2023/06/11 00:00:00+00,2023/06/17 00:00:00+00,2025/01/12 00:00:00+00,279,1713350,11,10,42,57,159,272060,262134,610799,404704,163522,1.45,1.71,2.77,4.05,19.67,5.24,COVID-19,596
2023 W09,2023/02/26 00:00:00+00,2023/03/04 00:00:00+00,2025/01/12 00:00:00+00,545,1704054,34,32,154,148,177,271632,261786,608881,402692,158932,2.9,5.64,13.38,14.48,30.49,13.21,COVID-19,597
2023 W24,2023/06/11 00:00:00+00,2023/06/17 00:00:00+00,2025/01/12 00:00:00+00,8,49852,1,1,2,3,1,13918,4232,9030,8076,14575,0.26,0.26,0.45,0.15,0.26,0.28,Influenza,598
2023 W09,2023/02/26 00:00:00+00,2023/03/04 00:00:00+00,2025/01/12 00:00:00+00,130,48281,39,26,38,12,15,13318,3966,8565,7962,14449,4.45,4.91,3.28,1.13,2.83,3.11,Influenza,599
2023 W24,2023/06/11 00:00:00+00,2023/06/17 00:00:00+00,2025/01/12 00:00:00+00,1,24102,0,0,0,0,1,16770,413,1181,1684,4040,0.2,0,0,0,0.09,0.05,RSV,600
2021 W46,2021/11/14 00:00:00+00,2021/11/20 00:00:00+00,2025/01/12 00:00:00+00,1,31154,0,0,1,0,0,9800,2030,4972,4974,9360,0,0,0.02,0.05,0.04,0.03,Influenza,601
2022 W27,2022/07/03 00:00:00+00,2022/07/09 00:00:00+00,2025/01/12 00:00:00+00,18,16040,13,1,1,1,2,12259,222,680,893,1974,1.09,0.05,0.05,0.08,0.26,0.29,RSV,602
2021 W29,2021/07/18 00:00:00+00,2021/07/24 00:00:00+00,2025/01/12 00:00:00+00,2,11230,2,0,0,0,0,8465,119,379,680,1581,0.2,0.05,0,0,0,0.05,RSV,603
2023 W09,2023/02/26 00:00:00+00,2023/03/04 00:00:00+00,2025/01/12 00:00:00+00,20,23960,9,0,1,2,8,16706,408,1176,1670,3986,1.15,0.1,0.05,0.52,2.06,0.69,RSV,604
2023 W25,2023/06/18 00:00:00+00,2023/06/24 00:00:00+00,2025/01/12 00:00:00+00,210,1713560,11,9,21,39,130,272071,262143,610820,404743,163652,1.22,1.29,2.02,2.86,16.1,4.1,COVID-19,605
2021 W46,2021/11/14 00:00:00+00,2021/11/20 00:00:00+00,2025/01/12 00:00:00+00,489,14095,382,12,34,20,40,10958,154,499,762,1712,36.09,2.07,2.65,1.8,4.47,9.22,RSV,606
2022 W28,2022/07/10 00:00:00+00,2022/07/16 00:00:00+00,2025/01/12 00:00:00+00,11657,1635950,590,1052,4320,3855,1839,268611,257697,586524,381746,141252,64.31,160.94,309.61,291.98,214.69,224.05,COVID-19,607
2021 W30,2021/07/25 00:00:00+00,2021/07/31 00:00:00+00,2025/01/12 00:00:00+00,9200,300962,1313,3568,3074,984,261,35465,60745,101314,70882,32515,128.72,559.11,206.78,81.49,37.96,178.64,COVID-19,608
2023 W10,2023/03/05 00:00:00+00,2023/03/11 00:00:00+00,2025/01/12 00:00:00+00,845,1704899,27,40,220,232,326,271659,261826,609101,402924,159258,2.7,5.74,14.06,15.13,32.98,13.91,COVID-19,609
2023 W25,2023/06/18 00:00:00+00,2023/06/24 00:00:00+00,2025/01/12 00:00:00+00,12,49864,4,2,4,1,1,13922,4234,9034,8077,14576,0.26,0.26,0.26,0.13,0.17,0.21,Influenza,610
2021 W47,2021/11/21 00:00:00+00,2021/11/27 00:00:00+00,2025/01/12 00:00:00+00,31868,560605,8368,4127,10376,6758,2226,95774,104585,181442,124203,54532,850.09,630.2,748.07,539.02,282.96,630.86,COVID-19,611
2022 W28,2022/07/10 00:00:00+00,2022/07/16 00:00:00+00,2025/01/12 00:00:00+00,9,33460,0,4,1,2,2,10051,2618,5540,5298,9935,0.2,0.47,0.16,0.15,0.34,0.23,Influenza,612
2021 W30,2021/07/25 00:00:00+00,2021/07/31 00:00:00+00,2025/01/12 00:00:00+00,1,31150,0,0,1,0,0,9799,2030,4970,4973,9360,0,0,0.02,0,0,0.01,Influenza,613
2023 W10,2023/03/05 00:00:00+00,2023/03/11 00:00:00+00,2025/01/12 00:00:00+00,173,48454,55,40,52,13,13,13373,4006,8617,7975,14462,5.43,4.5,3.33,1.11,2.06,3.14,Influenza,614
2023 W25,2023/06/18 00:00:00+00,2023/06/24 00:00:00+00,2025/01/12 00:00:00+00,5,24107,5,0,0,0,0,16775,413,1181,1684,4040,0.33,0,0,0,0.09,0.08,RSV,615
2021 W47,2021/11/21 00:00:00+00,2021/11/27 00:00:00+00,2025/01/12 00:00:00+00,2,31156,0,0,0,1,1,9800,2030,4972,4975,9361,0,0.05,0.05,0.08,0.04,0.05,Influenza,616
2022 W28,2022/07/10 00:00:00+00,2022/07/16 00:00:00+00,2025/01/12 00:00:00+00,16,16056,14,0,0,1,1,12273,222,680,894,1975,1.45,0.16,0.05,0.08,0.3,0.38,RSV,617
2021 W30,2021/07/25 00:00:00+00,2021/07/31 00:00:00+00,2025/01/12 00:00:00+00,5,11235,4,1,0,0,0,8469,120,379,680,1581,0.49,0.05,0,0,0,0.1,RSV,618
2023 W10,2023/03/05 00:00:00+00,2023/03/11 00:00:00+00,2025/01/12 00:00:00+00,29,23989,10,1,0,4,14,16716,409,1176,1674,4000,1.02,0.1,0.05,0.21,1.25,0.47,RSV,619
2023 W26,2023/06/25 00:00:00+00,2023/07/01 00:00:00+00,2025/01/12 00:00:00+00,145,1713705,15,6,23,15,86,272086,262149,610843,404758,163738,1.22,1.14,1.69,2.45,13.44,3.49,COVID-19,620
2021 W47,2021/11/21 00:00:00+00,2021/11/27 00:00:00+00,2025/01/12 00:00:00+00,427,14522,305,17,44,30,30,11263,171,543,792,1742,30.79,2.12,2.44,1.7,3.95,8.03,RSV,621
2022 W29,2022/07/17 00:00:00+00,2022/07/23 00:00:00+00,2025/01/12 00:00:00+00,6181,1642131,319,520,2336,1985,1019,268930,258217,588860,383731,142271,37.24,95.95,187.78,183.79,156.51,141,COVID-19,622
2021 W31,2021/08/01 00:00:00+00,2021/08/07 00:00:00+00,2025/01/12 00:00:00+00,10013,310975,1518,3639,3207,1266,382,36983,64384,104521,72148,32897,156.97,574.93,225.79,101.06,52.38,198.52,COVID-19,623
2023 W11,2023/03/12 00:00:00+00,2023/03/18 00:00:00+00,2025/01/12 00:00:00+00,758,1705657,21,39,226,207,265,271680,261865,609327,403131,159523,3.06,7.6,19.29,20.1,44.83,18.69,COVID-19,624
2023 W26,2023/06/25 00:00:00+00,2023/07/01 00:00:00+00,2025/01/12 00:00:00+00,13,49877,3,2,5,1,2,13925,4236,9039,8078,14578,0.26,0.26,0.26,0.05,0.21,0.2,Influenza,625
2021 W48,2021/11/28 00:00:00+00,2021/12/04 00:00:00+00,2025/01/12 00:00:00+00,35076,595681,10006,4184,11634,7321,1925,105780,108769,193076,131524,56457,870.54,616.45,773.07,524.35,232.85,628.84,COVID-19,626
2022 W29,2022/07/17 00:00:00+00,2022/07/23 00:00:00+00,2025/01/12 00:00:00+00,14,33474,4,3,3,1,3,10055,2621,5543,5299,9938,0.23,0.78,0.21,0.13,0.39,0.29,Influenza,627
2021 W31,2021/08/01 00:00:00+00,2021/08/07 00:00:00+00,2025/01/12 00:00:00+00,0,31150,0,0,0,0,0,9799,2030,4970,4973,9360,0,0,0.02,0,0,0.01,Influenza,628
2023 W11,2023/03/12 00:00:00+00,2023/03/18 00:00:00+00,2025/01/12 00:00:00+00,182,48636,71,21,52,18,20,13444,4027,8669,7993,14482,7.54,5.89,4.29,1.11,2.19,4.01,Influenza,629
2023 W11,2023/03/12 00:00:00+00,2023/03/18 00:00:00+00,2025/01/12 00:00:00+00,23,24012,12,1,1,2,7,16728,410,1177,1676,4007,0.92,0.1,0.02,0.18,1.12,0.41,RSV,630
2023 W12,2023/03/19 00:00:00+00,2023/03/25 00:00:00+00,2025/01/12 00:00:00+00,1284,1706941,45,68,377,341,453,271725,261933,609704,403472,159976,3.69,8.17,21.21,22.01,49.77,20.64,COVID-19,631
2023 W12,2023/03/19 00:00:00+00,2023/03/25 00:00:00+00,2025/01/12 00:00:00+00,265,48901,103,53,79,12,18,13547,4080,8748,8005,14500,8.79,6.46,4.69,1.03,1.93,4.38,Influenza,632
2023 W12,2023/03/19 00:00:00+00,2023/03/25 00:00:00+00,2025/01/12 00:00:00+00,12,24024,6,0,0,1,5,16734,410,1177,1677,4012,0.79,0.1,0.05,0.08,0.73,0.31,RSV,633
2023 W13,2023/03/26 00:00:00+00,2023/04/01 00:00:00+00,2025/01/12 00:00:00+00,1146,1708087,46,51,302,306,441,271771,261984,610006,403778,160417,4.12,7.5,18.3,19.74,55.3,20.1,COVID-19,634
2023 W13,2023/03/26 00:00:00+00,2023/04/01 00:00:00+00,2025/01/12 00:00:00+00,230,49131,93,51,69,10,7,13640,4131,8817,8015,14507,9.65,6.51,4.76,0.88,1.67,4.5,Influenza,635
2023 W13,2023/03/26 00:00:00+00,2023/04/01 00:00:00+00,2025/01/12 00:00:00+00,13,24037,6,1,1,0,5,16740,411,1178,1677,4017,0.63,0.05,0.05,0.08,0.56,0.25,RSV,636
2023 W14,2023/04/02 00:00:00+00,2023/04/08 00:00:00+00,2025/01/12 00:00:00+00,675,1708762,34,26,102,119,394,271805,262010,610108,403897,160811,3.59,4.81,11.58,13.58,51.1,15.62,COVID-19,637
2023 W14,2023/04/02 00:00:00+00,2023/04/08 00:00:00+00,2025/01/12 00:00:00+00,200,49331,97,22,55,12,14,13737,4153,8872,8027,14521,8.27,5.27,4.08,0.82,1.46,3.84,Influenza,638
2023 W14,2023/04/02 00:00:00+00,2023/04/08 00:00:00+00,2025/01/12 00:00:00+00,13,24050,7,0,1,2,3,16747,411,1179,1679,4020,0.66,0.1,0.05,0.08,0.6,0.27,RSV,639
2023 W15,2023/04/09 00:00:00+00,2023/04/15 00:00:00+00,2025/01/12 00:00:00+00,592,1709354,29,16,90,102,355,271834,262026,610198,403999,161166,3.1,3.15,6.82,8.04,48,12.14,COVID-19,640
2023 W15,2023/04/09 00:00:00+00,2023/04/15 00:00:00+00,2025/01/12 00:00:00+00,163,49494,61,29,50,10,13,13798,4182,8922,8037,14534,6.39,3.77,3.19,0.85,1.55,3.06,Influenza,641
2023 W15,2023/04/09 00:00:00+00,2023/04/15 00:00:00+00,2025/01/12 00:00:00+00,15,24065,7,1,0,1,6,16754,412,1179,1680,4026,0.56,0.05,0.05,0.1,0.52,0.23,RSV,642
2023 W16,2023/04/16 00:00:00+00,2023/04/22 00:00:00+00,2025/01/12 00:00:00+00,609,1709963,31,19,99,91,369,271865,262045,610297,404090,161535,2.83,2.43,6.33,7.09,43.11,10.89,COVID-19,643
2023 W16,2023/04/16 00:00:00+00,2023/04/22 00:00:00+00,2025/01/12 00:00:00+00,109,49603,36,22,31,11,9,13834,4204,8953,8048,14543,3.98,3.21,2.44,0.67,1.2,2.21,Influenza,644
2023 W16,2023/04/16 00:00:00+00,2023/04/22 00:00:00+00,2025/01/12 00:00:00+00,8,24073,3,0,1,1,3,16757,412,1180,1681,4029,0.49,0.05,0.02,0.08,0.52,0.21,RSV,645
2023 W17,2023/04/23 00:00:00+00,2023/04/29 00:00:00+00,2025/01/12 00:00:00+00,481,1710444,26,12,81,82,280,271891,262057,610378,404172,161815,2.73,2.07,5.72,6.57,40.71,10.16,COVID-19,646
2023 W17,2023/04/23 00:00:00+00,2023/04/29 00:00:00+00,2025/01/12 00:00:00+00,69,49672,24,11,23,5,6,13858,4215,8976,8053,14549,2.47,1.91,1.45,0.49,0.94,1.39,Influenza,647
2023 W17,2023/04/23 00:00:00+00,2023/04/29 00:00:00+00,2025/01/12 00:00:00+00,9,24082,5,0,0,1,3,16762,412,1180,1682,4032,0.36,0,0.02,0.08,0.39,0.16,RSV,648
2023 W18,2023/04/30 00:00:00+00,2023/05/06 00:00:00+00,2025/01/12 00:00:00+00,480,1710924,26,9,64,82,299,271917,262066,610442,404254,162114,2.63,1.55,5.11,6.55,36.54,9.28,COVID-19,649
2023 W18,2023/04/30 00:00:00+00,2023/05/06 00:00:00+00,2025/01/12 00:00:00+00,37,49709,15,4,8,3,7,13873,4219,8984,8056,14556,1.78,0.98,0.96,0.26,0.69,0.91,Influenza,650
2023 W18,2023/04/30 00:00:00+00,2023/05/06 00:00:00+00,2025/01/12 00:00:00+00,7,24089,3,0,0,1,3,16765,412,1180,1683,4035,0.36,0,0,0.08,0.34,0.14,RSV,651
