theme,sub_theme,topic,geography_type,geography,geography_code,metric,metric_group,stratum,sex,age,year,month,epiweek,date,metric_value,in_reporting_delay_period
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_testing_positivityByWeek,testing,default,all,15-44,2017,11,45,2017-11-06,1.89,False
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_testing_positivityByWeek,testing,default,all,65-79,2017,11,45,2017-11-06,0.66,False
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_testing_positivityByWeek,testing,default,all,80+,2017,11,45,2017-11-06,0.74,False
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_testing_positivityByWeek,testing,default,all,all,2017,11,45,2017-11-06,1.14,False
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_testing_positivityByWeek,testing,default,all,05-14,2017,11,45,2017-11-06,5.51,False
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_testing_positivityByWeek,testing,default,all,45-64,2017,11,46,2017-11-13,1.54,False
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_testing_positivityByWeek,testing,default,all,all,2017,11,46,2017-11-13,1.85,False
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_testing_positivityByWeek,testing,default,all,65-79,2017,11,46,2017-11-13,1.39,False
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_testing_positivityByWeek,testing,default,all,15-44,2017,11,46,2017-11-13,2.89,False
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_testing_positivityByWeek,testing,default,all,00-04,2017,11,46,2017-11-13,0.98,False
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_testing_positivityByWeek,testing,default,all,05-14,2017,11,46,2017-11-13,2.0,False
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_testing_positivityByWeek,testing,default,all,80+,2017,11,46,2017-11-13,4.38,False
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_testing_positivityByWeek,testing,default,all,80+,2017,11,47,2017-11-20,9.38,False
infectious_disease,respiratory,Influenza,Nation,England,E92000001,influenza_testing_positivityByWeek,testing,default,all,all,2017,11,47,2017-11-20,3.42,False
